pengajuan_id,nasabah_id,platform_id,platform_tipe,tgl_pengajuan,tipe_produk,tujuan,jumlah_diajukan,tenor_bln,lama_platform_bln,platform_ontime_rate,n_pinjaman_sebelumnya,n_lancar,n_macet,avg_telat_hari,listrik_pct_tepat,ew_aktif_bln,ew_trx_per_bln,ew_spike,is_gig,gig_income_avg,gig_konsisten,gig_cancel_rate,punya_rekening,bpjs_rutin,punya_toko_online,omzet_toko_online,skor_ai,kategori_risiko,rekomendasi,prob_default,label_default,faktor_positif,faktor_negatif
L1AJN01022,L1NSB01022,PLT005,P2P Lending,2024-09-08,P2P Lending,Modal usaha,3000000,12,33,0.7,3,1,0,19.7,83.3,20,62,1,1,6165000,1,0.04,0,0,0,0,81,Rendah,Setujui,0.11,0,Aktif di platform 33 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),4 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01023,L1NSB01023,PLT004,Multifinance,2024-12-04,Multifinance,Motor bekas,10000000,24,29,0.68,1,0,1,294.0,79.2,24,22,0,0,0,0,0.0,1,1,0,0,54,Menengah,Setujui,0.267,0,Aktif di platform 29 bulan (+7) | Listrik 79.2% tepat waktu (+3) | E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 22/bln (+3),1 pinjaman macet (-12) | Rata-rata telat 294 hari (-10)
L1AJN01024,L1NSB01024,PLT003,Multifinance,2024-12-31,Multifinance,Motor baru,3000000,12,23,0.81,0,0,0,0.0,70.8,12,68,0,0,0,0,0.0,1,1,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 23 bulan (+7) | On-time rate 81% (+5) | E-wallet aktif 12 bulan (+5) | Transaksi e-wallet 68/bln (+3),
L1AJN01025,L1NSB01025,PLT004,Multifinance,2024-03-27,Multifinance,Elektronik,15000000,18,14,0.59,2,1,0,21.0,66.7,21,75,0,0,0,0,0.0,1,0,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 14 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 21 bulan (+5),4 tanggungan (-5)
L1AJN01026,L1NSB01026,PLT004,Multifinance,2024-10-19,Multifinance,Motor bekas,10000000,24,1,0.59,1,1,0,0.0,75.0,0,0,0,1,0,0,0.0,1,1,0,0,76,Rendah,Setujui,0.139,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3) | Punya rekening bank (+4),
L1AJN01027,L1NSB01027,PLT002,P2P Lending,2024-12-08,P2P Lending,Renovasi,500000,6,12,0.73,3,2,0,29.3,87.5,0,0,0,0,0,0,0.0,1,0,0,0,80,Rendah,Setujui,0.116,1,Aktif di platform 12 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),
L1AJN01028,L1NSB01028,PLT005,P2P Lending,2024-09-29,P2P Lending,Renovasi,3000000,9,27,0.63,3,3,0,0.7,100.0,9,6,1,0,0,0,0.0,1,0,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 27 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01029,L1NSB01029,PLT003,Multifinance,2024-06-23,Multifinance,Motor bekas,20000000,12,26,0.61,1,1,0,0.0,95.8,15,80,0,1,0,0,0.0,1,1,0,0,87,Rendah,Setujui,0.075,0,Aktif di platform 26 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN01030,L1NSB01030,PLT001,P2P Lending,2024-07-30,P2P Lending,Modal usaha,2000000,1,24,0.67,2,2,0,1.5,87.5,0,0,0,0,0,0,0.0,1,0,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 24 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),
L1AJN01031,L1NSB01031,PLT005,P2P Lending,2024-04-14,P2P Lending,Renovasi,5000000,12,13,0.92,3,2,0,7.3,87.5,13,46,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 13 bulan (+7) | On-time rate 92% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01032,L1NSB01032,PLT005,P2P Lending,2024-07-24,P2P Lending,Konsumsi,5000000,3,29,0.76,1,1,0,1.0,58.3,16,73,0,0,0,0,0.0,0,0,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 29 bulan (+7) | On-time rate 76% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01033,L1NSB01033,PLT005,P2P Lending,2024-04-18,P2P Lending,Pendidikan,2000000,1,20,0.85,2,2,0,2.0,100.0,0,0,0,0,0,0,0.0,1,0,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 20 bulan (+7) | On-time rate 85% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01034,L1NSB01034,PLT005,P2P Lending,2024-03-19,P2P Lending,Pendidikan,1000000,12,36,0.89,2,2,0,2.5,100.0,24,9,0,1,7299000,1,0.08,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 36 bulan (+7) | On-time rate 89% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01035,L1NSB01035,PLT001,P2P Lending,2024-04-15,P2P Lending,Modal usaha,5000000,6,7,0.88,4,4,0,2.2,66.7,0,0,0,0,0,0,0.0,1,1,0,0,86,Rendah,Setujui,0.081,0,On-time rate 88% (+5) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Punya rekening bank (+4),
L1AJN01036,L1NSB01036,PLT004,Multifinance,2024-08-18,Multifinance,Elektronik,5000000,24,21,0.69,2,1,0,11.0,95.8,12,24,0,0,0,0,0.0,0,1,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 21 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN01037,L1NSB01037,PLT001,P2P Lending,2024-04-13,P2P Lending,Pendidikan,5000000,12,31,0.98,1,1,0,1.0,95.8,6,65,0,1,5589000,1,0.04,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 31 bulan (+7) | On-time rate 98% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01038,L1NSB01038,PLT003,Multifinance,2024-04-02,Multifinance,Motor baru,7000000,36,21,0.81,4,2,1,34.8,100.0,8,28,0,0,0,0,0.0,0,0,0,0,59,Menengah,Setujui,0.238,0,Aktif di platform 21 bulan (+7) | On-time rate 81% (+5) | 2 pinjaman lancar (+10) | Listrik 100.0% tepat waktu (+7),1 pinjaman macet (-12) | Rata-rata telat 35 hari (-10) | 5 tanggungan (-5)
L1AJN01039,L1NSB01039,PLT004,Multifinance,2024-04-13,Multifinance,Motor bekas,15000000,24,12,0.73,2,2,0,0.0,95.8,11,61,0,0,0,0,0.0,0,1,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 12 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN01040,L1NSB01040,PLT003,Multifinance,2024-12-21,Multifinance,Motor baru,3000000,24,14,0.88,2,1,0,11.0,62.5,6,12,0,1,0,0,0.0,0,0,0,0,72,Rendah,Setujui,0.162,1,Aktif di platform 14 bulan (+7) | On-time rate 88% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01041,L1NSB01041,PLT003,Multifinance,2024-09-05,Multifinance,Mesin usaha,7000000,24,15,0.62,2,0,1,84.5,79.2,7,43,0,0,0,0,0.0,0,0,1,8000000,50,Menengah,Setujui,0.29,0,Aktif di platform 15 bulan (+7) | Listrik 79.2% tepat waktu (+3) | Transaksi e-wallet 43/bln (+3) | Toko online omzet Rp 8 jt (+5),1 pinjaman macet (-12) | Rata-rata telat 84 hari (-10)
L1AJN01042,L1NSB01042,PLT005,P2P Lending,2024-07-16,P2P Lending,Renovasi,500000,12,18,0.76,1,1,0,0.0,100.0,0,0,0,0,0,0,0.0,1,1,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 18 bulan (+7) | On-time rate 76% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01043,L1NSB01043,PLT003,Multifinance,2024-02-25,Multifinance,Motor baru,10000000,24,29,0.87,3,2,0,19.3,95.8,7,47,0,1,7810000,1,0.15,0,0,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 29 bulan (+7) | On-time rate 87% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),Cancel rate gig 15% (-4)
L1AJN01044,L1NSB01044,PLT003,Multifinance,2024-05-06,Multifinance,Elektronik,7000000,18,35,0.74,3,3,0,1.3,70.8,11,66,0,0,0,0,0.0,0,1,0,0,82,Rendah,Setujui,0.104,0,Aktif di platform 35 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 66/bln (+3),4 tanggungan (-5)
L1AJN01045,L1NSB01045,PLT001,P2P Lending,2024-02-06,P2P Lending,Konsumsi,500000,1,9,1.0,3,3,0,1.3,91.7,0,0,0,1,2782000,1,0.12,1,0,0,0,95,Rendah,Setujui,0.029,0,On-time rate 100% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),Cancel rate gig 12% (-4)
L1AJN01046,L1NSB01046,PLT003,Multifinance,2024-04-05,Multifinance,Elektronik,3000000,12,3,0.82,2,2,0,2.0,95.8,22,39,0,0,0,0,0.0,1,1,0,0,90,Rendah,Setujui,0.058,0,On-time rate 82% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN01047,L1NSB01047,PLT002,P2P Lending,2024-06-01,P2P Lending,Renovasi,2000000,12,12,0.85,1,1,0,1.0,66.7,0,0,0,0,0,0,0.0,1,0,0,0,75,Rendah,Setujui,0.145,0,Aktif di platform 12 bulan (+7) | On-time rate 85% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01048,L1NSB01048,PLT002,P2P Lending,2024-06-25,P2P Lending,Konsumsi,500000,9,29,0.65,0,0,0,0.0,91.7,19,29,0,0,0,0,0.0,1,0,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 29 bulan (+7) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 19 bulan (+5) | Transaksi e-wallet 29/bln (+3),
L1AJN01049,L1NSB01049,PLT003,Multifinance,2024-08-21,Multifinance,Motor baru,10000000,24,34,0.97,3,1,0,17.3,87.5,13,50,0,1,0,0,0.0,0,1,0,0,93,Rendah,Setujui,0.041,0,Aktif di platform 34 bulan (+7) | On-time rate 97% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01050,L1NSB01050,PLT001,P2P Lending,2024-08-21,P2P Lending,Konsumsi,2000000,9,25,0.69,4,4,0,1.2,83.3,0,0,0,0,0,0,0.0,0,1,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 25 bulan (+7) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN01051,L1NSB01051,PLT004,Multifinance,2024-02-09,Multifinance,Mesin usaha,15000000,24,25,0.77,2,2,0,1.5,62.5,20,24,0,0,0,0,0.0,1,0,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 25 bulan (+7) | On-time rate 77% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),5 tanggungan (-5)
L1AJN01052,L1NSB01052,PLT004,Multifinance,2024-10-15,Multifinance,Elektronik,10000000,18,35,0.84,1,0,0,81.0,83.3,0,0,0,0,0,0,0.0,0,0,0,0,62,Menengah,Setujui,0.22,0,Aktif di platform 35 bulan (+7) | On-time rate 84% (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),Rata-rata telat 81 hari (-10)
L1AJN01053,L1NSB01053,PLT002,P2P Lending,2024-02-12,P2P Lending,Konsumsi,5000000,9,20,0.75,0,0,0,0.0,91.7,16,72,0,0,0,0,0.0,1,0,0,0,80,Rendah,Setujui,0.116,1,Aktif di platform 20 bulan (+7) | On-time rate 75% (+5) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 16 bulan (+5),
L1AJN01054,L1NSB01054,PLT003,Multifinance,2024-07-07,Multifinance,Elektronik,15000000,36,27,0.7,2,2,0,1.0,83.3,24,32,0,0,0,0,0.0,1,0,0,0,92,Rendah,Setujui,0.046,0,Aktif di platform 27 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN01055,L1NSB01055,PLT005,P2P Lending,2024-01-27,P2P Lending,Pendidikan,1000000,1,13,0.94,4,4,0,0.8,95.8,13,34,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 13 bulan (+7) | On-time rate 94% (+10) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),
L1AJN01056,L1NSB01056,PLT003,Multifinance,2024-05-09,Multifinance,Mesin usaha,10000000,24,10,0.68,4,3,0,11.0,91.7,19,26,0,1,1504000,1,0.05,1,0,0,0,95,Rendah,Setujui,0.029,0,3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 19 bulan (+5),
L1AJN01057,L1NSB01057,PLT002,P2P Lending,2024-02-13,P2P Lending,Renovasi,1000000,12,12,0.58,0,0,0,0.0,83.3,0,0,0,1,4117000,0,0.08,0,0,0,0,63,Menengah,Setujui,0.215,0,Aktif di platform 12 bulan (+7) | Listrik 83.3% tepat waktu (+3) | Rating gig 4.5 (+5),
L1AJN01058,L1NSB01058,PLT002,P2P Lending,2024-04-28,P2P Lending,Konsumsi,5000000,3,16,0.59,0,0,0,0.0,83.3,0,0,0,1,4411000,1,0.04,1,1,0,0,83,Rendah,Setujui,0.099,0,Aktif di platform 16 bulan (+7) | Listrik 83.3% tepat waktu (+3) | Income gig konsisten 6 bulan (+8) | Rating gig 4.6 (+5),
L1AJN01059,L1NSB01059,PLT001,P2P Lending,2024-06-19,P2P Lending,Pendidikan,500000,9,6,0.94,0,0,0,0.0,91.7,15,67,0,1,6529000,1,0.08,0,0,0,0,79,Rendah,Setujui,0.122,0,On-time rate 94% (+10) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 15 bulan (+5) | Transaksi e-wallet 67/bln (+3),
L1AJN01060,L1NSB01060,PLT004,Multifinance,2024-03-03,Multifinance,Mesin usaha,10000000,12,20,0.66,1,1,0,1.0,75.0,20,19,0,0,0,0,0.0,1,1,0,0,84,Rendah,Setujui,0.093,0,Aktif di platform 20 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN01061,L1NSB01061,PLT004,Multifinance,2024-01-16,Multifinance,Mesin usaha,7000000,12,18,0.96,0,0,0,0.0,62.5,24,45,0,1,5459000,1,0.1,1,0,0,0,87,Rendah,Setujui,0.075,0,Aktif di platform 18 bulan (+7) | On-time rate 96% (+10) | E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 45/bln (+3),4 tanggungan (-5)
L1AJN01062,L1NSB01062,PLT004,Multifinance,2024-05-06,Multifinance,Elektronik,3000000,12,24,0.63,0,0,0,0.0,79.2,8,15,0,0,0,0,0.0,0,1,0,0,59,Menengah,Setujui,0.238,0,Aktif di platform 24 bulan (+7) | Listrik 79.2% tepat waktu (+3) | BPJS dibayar rutin (+3),5 tanggungan (-5)
L1AJN01063,L1NSB01063,PLT003,Multifinance,2024-08-15,Multifinance,Mesin usaha,3000000,24,24,0.69,1,1,0,0.0,95.8,0,0,0,0,0,0,0.0,0,0,0,0,68,Menengah,Setujui,0.186,0,Aktif di platform 24 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),5 tanggungan (-5)
L1AJN01064,L1NSB01064,PLT002,P2P Lending,2024-08-16,P2P Lending,Renovasi,2000000,1,6,0.68,2,2,0,2.0,75.0,17,19,0,0,0,0,0.0,1,0,0,0,74,Rendah,Setujui,0.151,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 17 bulan (+5),5 tanggungan (-5)
L1AJN01065,L1NSB01065,PLT003,Multifinance,2024-11-09,Multifinance,Elektronik,15000000,24,2,0.94,0,0,0,0.0,70.8,10,65,0,0,0,0,0.0,0,0,0,0,63,Menengah,Setujui,0.215,0,On-time rate 94% (+10) | Transaksi e-wallet 65/bln (+3),
L1AJN01066,L1NSB01066,PLT003,Multifinance,2024-01-12,Multifinance,Motor bekas,10000000,36,6,0.88,1,0,0,5.0,95.8,0,0,0,1,3095000,1,0.08,1,0,0,0,73,Rendah,Setujui,0.157,0,On-time rate 88% (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7) | Income gig konsisten 6 bulan (+8),5 tanggungan (-5)
L1AJN01067,L1NSB01067,PLT004,Multifinance,2024-06-30,Multifinance,Elektronik,15000000,36,25,0.81,1,1,0,3.0,91.7,9,56,0,1,6654000,1,0.08,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 25 bulan (+7) | On-time rate 81% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01068,L1NSB01068,PLT003,Multifinance,2024-06-01,Multifinance,Motor bekas,20000000,24,6,1.0,4,4,0,0.8,70.8,21,63,0,0,0,0,0.0,1,0,0,0,90,Rendah,Setujui,0.058,0,On-time rate 100% (+10) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | E-wallet aktif 21 bulan (+5),
L1AJN01069,L1NSB01069,PLT001,P2P Lending,2024-11-06,P2P Lending,Konsumsi,5000000,1,5,0.61,0,0,0,0.0,58.3,22,46,0,0,0,0,0.0,1,0,0,0,63,Menengah,Setujui,0.215,1,E-wallet aktif 22 bulan (+5) | Transaksi e-wallet 46/bln (+3) | Punya rekening bank (+4),
L1AJN01070,L1NSB01070,PLT003,Multifinance,2024-08-09,Multifinance,Mesin usaha,3000000,24,30,0.62,3,3,0,1.0,58.3,18,25,0,0,0,0,0.0,1,0,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 30 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | E-wallet aktif 18 bulan (+5),
L1AJN01071,L1NSB01071,PLT001,P2P Lending,2024-11-17,P2P Lending,Modal usaha,3000000,3,28,0.7,1,0,0,42.0,79.2,0,0,0,0,0,0,0.0,0,0,0,0,61,Menengah,Setujui,0.226,0,Aktif di platform 28 bulan (+7) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),Rata-rata telat 42 hari (-10)
L1AJN01072,L1NSB01072,PLT002,P2P Lending,2024-11-23,P2P Lending,Renovasi,3000000,3,12,0.91,3,3,0,1.3,87.5,15,15,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 12 bulan (+7) | On-time rate 91% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),
L1AJN01073,L1NSB01073,PLT002,P2P Lending,2024-05-25,P2P Lending,Modal usaha,1000000,6,35,0.99,1,1,0,1.0,79.2,0,0,0,0,0,0,0.0,0,0,0,0,78,Rendah,Setujui,0.128,1,Aktif di platform 35 bulan (+7) | On-time rate 99% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN01074,L1NSB01074,PLT002,P2P Lending,2024-12-11,P2P Lending,Renovasi,500000,1,27,0.78,4,2,0,9.0,70.8,22,43,0,0,0,0,0.0,1,1,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 27 bulan (+7) | On-time rate 78% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01075,L1NSB01075,PLT003,Multifinance,2024-03-06,Multifinance,Motor bekas,10000000,12,5,0.79,4,2,1,56.5,62.5,17,9,0,0,0,0,0.0,0,1,0,0,53,Menengah,Setujui,0.273,1,On-time rate 79% (+5) | 2 pinjaman lancar (+10) | E-wallet aktif 17 bulan (+5) | BPJS dibayar rutin (+3),1 pinjaman macet (-12) | Rata-rata telat 56 hari (-10)
L1AJN01076,L1NSB01076,PLT004,Multifinance,2024-06-23,Multifinance,Motor baru,7000000,24,24,0.98,0,0,0,0.0,79.2,16,54,0,1,3000000,1,0.08,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 24 bulan (+7) | On-time rate 98% (+10) | Listrik 79.2% tepat waktu (+3) | E-wallet aktif 16 bulan (+5),
L1AJN01077,L1NSB01077,PLT004,Multifinance,2024-12-20,Multifinance,Mesin usaha,3000000,12,11,0.57,1,1,0,1.0,70.8,24,26,0,0,0,0,0.0,1,1,0,0,72,Rendah,Setujui,0.162,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 26/bln (+3),4 tanggungan (-5)
L1AJN01078,L1NSB01078,PLT004,Multifinance,2024-06-09,Multifinance,Mesin usaha,10000000,18,10,0.85,3,3,0,2.0,83.3,23,38,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,On-time rate 85% (+5) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN01079,L1NSB01079,PLT002,P2P Lending,2024-12-22,P2P Lending,Konsumsi,500000,9,12,0.91,3,1,0,20.7,95.8,7,56,0,0,0,0,0.0,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 12 bulan (+7) | On-time rate 91% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01080,L1NSB01080,PLT001,P2P Lending,2024-12-17,P2P Lending,Konsumsi,1000000,6,36,0.56,3,3,0,1.0,100.0,0,0,0,1,4108000,1,0.07,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 36 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN01081,L1NSB01081,PLT001,P2P Lending,2024-02-16,P2P Lending,Pendidikan,3000000,1,19,0.97,4,3,1,73.5,87.5,23,45,0,0,0,0,0.0,1,0,1,5000000,77,Rendah,Setujui,0.133,0,Aktif di platform 19 bulan (+7) | On-time rate 97% (+10) | 3 pinjaman lancar (+15) | Listrik 87.5% tepat waktu (+3),1 pinjaman macet (-12) | Rata-rata telat 74 hari (-10) | 5 tanggungan (-5)
L1AJN01082,L1NSB01082,PLT003,Multifinance,2024-11-20,Multifinance,Motor bekas,20000000,36,8,0.86,0,0,0,0.0,75.0,6,41,0,1,0,0,0.0,0,1,0,0,67,Menengah,Setujui,0.191,0,On-time rate 86% (+5) | Listrik 75.0% tepat waktu (+3) | Transaksi e-wallet 41/bln (+3) | BPJS dibayar rutin (+3),
L1AJN01083,L1NSB01083,PLT001,P2P Lending,2024-04-01,P2P Lending,Renovasi,500000,6,16,0.69,2,2,0,2.0,75.0,9,16,0,1,2231000,1,0.01,0,0,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 16 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN01084,L1NSB01084,PLT003,Multifinance,2024-10-02,Multifinance,Motor baru,15000000,18,15,0.72,3,2,0,8.7,66.7,23,43,0,0,0,0,0.0,1,1,0,0,86,Rendah,Setujui,0.081,1,Aktif di platform 15 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | E-wallet aktif 23 bulan (+5),4 tanggungan (-5)
L1AJN01085,L1NSB01085,PLT005,P2P Lending,2024-04-07,P2P Lending,Modal usaha,5000000,12,10,0.96,0,0,0,0.0,95.8,0,0,0,0,0,0,0.0,1,1,0,0,67,Menengah,Setujui,0.191,1,On-time rate 96% (+10) | Listrik 95.8% tepat waktu (+7) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),5 tanggungan (-5)
L1AJN01086,L1NSB01086,PLT001,P2P Lending,2024-06-09,P2P Lending,Renovasi,5000000,3,18,0.79,1,1,0,2.0,66.7,13,55,0,0,0,0,0.0,1,0,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 18 bulan (+7) | On-time rate 79% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01087,L1NSB01087,PLT005,P2P Lending,2024-10-07,P2P Lending,Pendidikan,1000000,3,18,0.57,0,0,0,0.0,100.0,13,35,0,1,6766000,0,0.05,0,0,0,0,76,Rendah,Setujui,0.139,0,Aktif di platform 18 bulan (+7) | Listrik 100.0% tepat waktu (+7) | E-wallet aktif 13 bulan (+5) | Transaksi e-wallet 35/bln (+3),
L1AJN01088,L1NSB01088,PLT001,P2P Lending,2024-03-13,P2P Lending,Modal usaha,5000000,9,33,0.62,1,1,0,2.0,91.7,7,9,0,0,0,0,0.0,1,0,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 33 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN01089,L1NSB01089,PLT003,Multifinance,2024-06-08,Multifinance,Elektronik,20000000,24,24,0.99,3,3,0,2.7,87.5,16,18,0,1,7551000,0,0.09,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 24 bulan (+7) | On-time rate 99% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),5 tanggungan (-5)
L1AJN01090,L1NSB01090,PLT003,Multifinance,2024-12-01,Multifinance,Motor baru,3000000,36,11,0.71,0,0,0,0.0,100.0,23,76,1,0,0,0,0.0,0,0,0,0,59,Menengah,Setujui,0.238,0,Listrik 100.0% tepat waktu (+7) | E-wallet aktif 23 bulan (+5) | Transaksi e-wallet 76/bln (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01091,L1NSB01091,PLT003,Multifinance,2024-01-16,Multifinance,Elektronik,20000000,24,2,0.75,0,0,0,0.0,66.7,9,53,0,0,0,0,0.0,0,1,0,0,61,Menengah,Setujui,0.226,0,On-time rate 75% (+5) | Transaksi e-wallet 53/bln (+3) | BPJS dibayar rutin (+3),
L1AJN01092,L1NSB01092,PLT003,Multifinance,2024-03-01,Multifinance,Motor baru,10000000,24,33,0.84,2,2,0,1.5,100.0,24,69,0,1,7944000,1,0.08,0,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 33 bulan (+7) | On-time rate 84% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01093,L1NSB01093,PLT003,Multifinance,2024-03-07,Multifinance,Elektronik,20000000,24,5,0.92,2,2,0,1.5,79.2,20,20,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,On-time rate 92% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
