pinjaman_id,nasabah_id,platform_id,tgl_cair,tipe_produk,nama_produk,pokok,tenor_bulan,bunga_per_bulan,total_kewajiban,status_kolektibilitas,hari_keterlambatan,sudah_lunas
L1KRD001681,L1NSB01043,PLT003,2022-09-21,Multifinance,Refinancing,7000000,24,1.81,10040800,Lancar,2,1
L1KRD001682,L1NSB01044,PLT003,2024-03-20,Multifinance,Mesin usaha,7000000,18,1.64,9066400,Lancar,2,0
L1KRD001683,L1NSB01044,PLT003,2023-02-27,Multifinance,Motor baru,10000000,24,1.65,13960000,Lancar,2,0
L1KRD001684,L1NSB01044,PLT003,2023-11-01,Multifinance,Motor baru,20000000,48,1.98,39008000,Lancar,0,0
L1KRD001685,L1NSB01045,PLT001,2023-02-07,P2P Lending,Kesehatan,500000,3,2.89,543350,Lancar,1,1
L1KRD001686,L1NSB01045,PLT001,2022-03-10,P2P Lending,Pendidikan,2000000,9,1.6,2288000,Lancar,3,1
L1KRD001687,L1NSB01045,PLT001,2024-03-12,P2P Lending,Modal usaha,10000000,1,3.05,10305000,Lancar,0,1
L1KRD001688,L1NSB01046,PLT003,2024-03-01,Multifinance,Mesin usaha,25000000,36,1.3,36700000,Lancar,2,0
L1KRD001689,L1NSB01046,PLT003,2023-11-10,Multifinance,Mesin usaha,3000000,12,1.4,3504000,Lancar,2,1
L1KRD001690,L1NSB01047,PLT002,2023-08-19,P2P Lending,Konsumsi,2000000,1,1.78,2035600,Lancar,1,1
L1KRD001691,L1NSB01049,PLT003,2024-03-16,Multifinance,Motor bekas,25000000,24,1.18,32080000,DPK,19,0
L1KRD001692,L1NSB01049,PLT003,2023-08-24,Multifinance,Motor baru,10000000,48,1.34,16432000,Lancar,0,0
L1KRD001693,L1NSB01049,PLT003,2023-10-19,Multifinance,Motor bekas,7000000,24,1.73,9906400,Kurang Lancar,33,0
L1KRD001694,L1NSB01050,PLT001,2023-04-06,P2P Lending,Pendidikan,10000000,3,2.72,10816000,Lancar,0,1
L1KRD001695,L1NSB01050,PLT001,2022-07-04,P2P Lending,Konsumsi,5000000,1,3.46,5173000,Lancar,2,1
L1KRD001696,L1NSB01050,PLT001,2023-02-05,P2P Lending,Renovasi,7000000,3,2.25,7472500,Lancar,1,1
L1KRD001697,L1NSB01050,PLT001,2023-03-11,P2P Lending,Kesehatan,500000,9,2.52,613400,Lancar,2,1
L1KRD001698,L1NSB01051,PLT004,2022-12-17,Multifinance,Refinancing,5000000,18,1.17,6053000,Lancar,0,1
L1KRD001699,L1NSB01051,PLT004,2024-05-18,Multifinance,Elektronik,5000000,12,1.08,5648000,Lancar,3,0
L1KRD001700,L1NSB01052,PLT004,2023-10-01,Multifinance,Refinancing,20000000,48,1.77,36992000,Kurang Lancar,81,0
L1KRD001701,L1NSB01054,PLT003,2022-11-18,Multifinance,Elektronik,25000000,18,1.58,32110000,Lancar,1,1
L1KRD001702,L1NSB01054,PLT003,2024-05-11,Multifinance,Refinancing,20000000,12,1.93,24632000,Lancar,1,0
L1KRD001703,L1NSB01055,PLT005,2022-10-04,P2P Lending,Konsumsi,1000000,1,1.51,1015100,Lancar,0,1
L1KRD001704,L1NSB01055,PLT005,2023-03-01,P2P Lending,Renovasi,10000000,6,1.86,11116000,Lancar,0,1
L1KRD001705,L1NSB01055,PLT005,2024-05-03,P2P Lending,Pendidikan,10000000,1,2.57,10257000,Lancar,3,1
L1KRD001706,L1NSB01055,PLT005,2022-06-01,P2P Lending,Konsumsi,10000000,12,1.8,12160000,Lancar,0,1
L1KRD001707,L1NSB01056,PLT003,2022-03-31,Multifinance,Motor baru,25000000,36,1.54,38860000,Kurang Lancar,41,0
L1KRD001708,L1NSB01056,PLT003,2022-04-18,Multifinance,Elektronik,25000000,48,1.46,42520000,Lancar,0,0
L1KRD001709,L1NSB01056,PLT003,2022-03-17,Multifinance,Motor baru,15000000,48,1.62,26664000,Lancar,2,0
L1KRD001710,L1NSB01056,PLT003,2023-03-12,Multifinance,Motor baru,7000000,24,1.23,9066400,Lancar,1,0
L1KRD001711,L1NSB01060,PLT004,2022-11-22,Multifinance,Elektronik,5000000,48,1.86,9464000,Lancar,1,0
L1KRD001712,L1NSB01063,PLT003,2023-06-14,Multifinance,Motor bekas,3000000,24,1.78,4281600,Lancar,0,0
L1KRD001713,L1NSB01064,PLT002,2022-09-05,P2P Lending,Konsumsi,500000,1,3.26,516300,Lancar,1,1
L1KRD001714,L1NSB01064,PLT002,2024-03-27,P2P Lending,Pendidikan,10000000,12,2.75,13300000,Lancar,3,0
L1KRD001715,L1NSB01066,PLT003,2022-02-07,Multifinance,Motor baru,20000000,12,1.09,22616000,DPK,5,1
L1KRD001716,L1NSB01067,PLT004,2023-07-19,Multifinance,Elektronik,20000000,36,1.4,30080000,Lancar,3,0
L1KRD001717,L1NSB01068,PLT003,2022-12-06,Multifinance,Motor bekas,10000000,18,1.57,12826000,Lancar,1,1
L1KRD001718,L1NSB01068,PLT003,2022-03-15,Multifinance,Motor bekas,10000000,36,1.97,17092000,Lancar,1,0
L1KRD001719,L1NSB01068,PLT003,2022-12-19,Multifinance,Motor baru,25000000,48,1.8,46600000,Lancar,1,0
L1KRD001720,L1NSB01068,PLT003,2022-05-04,Multifinance,Motor baru,5000000,12,1.7,6020000,Lancar,0,1
L1KRD001721,L1NSB01070,PLT003,2023-06-24,Multifinance,Mesin usaha,5000000,24,1.52,6824000,Lancar,0,0
L1KRD001722,L1NSB01070,PLT003,2022-12-01,Multifinance,Motor baru,15000000,12,1.45,17610000,Lancar,0,1
L1KRD001723,L1NSB01070,PLT003,2024-01-06,Multifinance,Mesin usaha,7000000,48,1.23,11132800,Lancar,3,0
L1KRD001724,L1NSB01071,PLT001,2022-11-30,P2P Lending,Kesehatan,7000000,6,3.22,8352400,Kurang Lancar,42,0
L1KRD001725,L1NSB01072,PLT002,2024-01-10,P2P Lending,Pendidikan,7000000,1,1.52,7106400,Lancar,1,1
L1KRD001726,L1NSB01072,PLT002,2023-05-05,P2P Lending,Konsumsi,10000000,1,2.54,10254000,Lancar,0,1
L1KRD001727,L1NSB01072,PLT002,2023-05-22,P2P Lending,Pendidikan,5000000,3,1.93,5289500,Lancar,3,1
L1KRD001728,L1NSB01073,PLT002,2024-03-04,P2P Lending,Pendidikan,10000000,6,3.43,12058000,Lancar,1,1
L1KRD001729,L1NSB01074,PLT002,2023-02-25,P2P Lending,Kesehatan,10000000,9,3.41,13069000,Lancar,2,1
L1KRD001730,L1NSB01074,PLT002,2023-04-01,P2P Lending,Modal usaha,500000,6,2.55,576500,Lancar,2,1
L1KRD001731,L1NSB01074,PLT002,2023-11-27,P2P Lending,Kesehatan,3000000,6,1.91,3343800,DPK,12,1
L1KRD001732,L1NSB01074,PLT002,2022-01-10,P2P Lending,Pendidikan,500000,6,2.6,578000,DPK,20,1
L1KRD001733,L1NSB01075,PLT003,2024-04-15,Multifinance,Elektronik,5000000,36,1.8,8240000,Lancar,1,0
L1KRD001734,L1NSB01075,PLT003,2022-10-08,Multifinance,Refinancing,3000000,18,1.19,3642600,DPK,8,1
L1KRD001735,L1NSB01075,PLT003,2022-07-19,Multifinance,Elektronik,15000000,36,1.11,20994000,Macet,217,0
L1KRD001736,L1NSB01075,PLT003,2023-08-09,Multifinance,Motor bekas,7000000,12,1.31,8100400,Lancar,0,1
L1KRD001737,L1NSB01077,PLT004,2023-05-10,Multifinance,Motor baru,25000000,24,1.62,34720000,Lancar,1,0
L1KRD001738,L1NSB01078,PLT004,2022-04-25,Multifinance,Mesin usaha,3000000,48,1.72,5476800,Lancar,1,0
L1KRD001739,L1NSB01078,PLT004,2022-03-17,Multifinance,Refinancing,25000000,36,1.58,39220000,Lancar,2,0
L1KRD001740,L1NSB01078,PLT004,2023-04-20,Multifinance,Mesin usaha,10000000,18,1.61,12898000,Lancar,3,1
L1KRD001741,L1NSB01079,PLT002,2023-12-13,P2P Lending,Pendidikan,3000000,3,1.74,3156600,DPK,6,1
L1KRD001742,L1NSB01079,PLT002,2023-05-11,P2P Lending,Modal usaha,5000000,1,2.93,5146500,Lancar,2,1
L1KRD001743,L1NSB01079,PLT002,2023-06-30,P2P Lending,Pendidikan,3000000,3,2.1,3189000,Kurang Lancar,54,0
L1KRD001744,L1NSB01080,PLT001,2023-04-16,P2P Lending,Renovasi,1000000,1,1.67,1016700,Lancar,1,1
L1KRD001745,L1NSB01080,PLT001,2023-04-27,P2P Lending,Konsumsi,2000000,6,2.32,2278400,Lancar,1,1
L1KRD001746,L1NSB01080,PLT001,2023-07-04,P2P Lending,Modal usaha,500000,6,3.36,600800,Lancar,1,1
L1KRD001747,L1NSB01081,PLT001,2024-01-13,P2P Lending,Konsumsi,1000000,12,2.92,1350400,Macet,288,0
L1KRD001748,L1NSB01081,PLT001,2023-12-01,P2P Lending,Modal usaha,7000000,9,3.45,9173500,Lancar,2,1
L1KRD001749,L1NSB01081,PLT001,2024-04-22,P2P Lending,Kesehatan,500000,1,2.53,512650,Lancar,3,1
L1KRD001750,L1NSB01081,PLT001,2023-09-12,P2P Lending,Kesehatan,500000,12,3.1,686000,Lancar,1,1
L1KRD001751,L1NSB01083,PLT001,2022-06-16,P2P Lending,Pendidikan,3000000,6,2.9,3522000,Lancar,1,1
L1KRD001752,L1NSB01083,PLT001,2024-05-21,P2P Lending,Konsumsi,10000000,3,1.87,10561000,Lancar,3,1
L1KRD001753,L1NSB01084,PLT003,2022-07-18,Multifinance,Motor baru,10000000,18,1.64,12952000,Lancar,3,1
L1KRD001754,L1NSB01084,PLT003,2024-03-29,Multifinance,Mesin usaha,3000000,12,1.21,3435600,Lancar,3,0
L1KRD001755,L1NSB01084,PLT003,2023-04-14,Multifinance,Mesin usaha,3000000,48,1.44,5073600,DPK,20,0
L1KRD001756,L1NSB01086,PLT001,2022-04-07,P2P Lending,Kesehatan,10000000,6,1.63,10978000,Lancar,2,1
L1KRD001757,L1NSB01088,PLT001,2022-06-15,P2P Lending,Renovasi,500000,3,2.4,536000,Lancar,2,1
L1KRD001758,L1NSB01089,PLT003,2022-01-20,Multifinance,Mesin usaha,15000000,36,1.75,24450000,Lancar,3,0
L1KRD001759,L1NSB01089,PLT003,2023-08-05,Multifinance,Elektronik,15000000,18,1.55,19185000,Lancar,3,0
L1KRD001760,L1NSB01089,PLT003,2024-04-24,Multifinance,Motor baru,10000000,48,1.84,18832000,Lancar,2,0
L1KRD001761,L1NSB01092,PLT003,2023-06-09,Multifinance,Mesin usaha,25000000,36,1.88,41920000,Lancar,2,0
L1KRD001762,L1NSB01092,PLT003,2023-04-13,Multifinance,Elektronik,10000000,12,1.91,12292000,Lancar,1,1
L1KRD001763,L1NSB01093,PLT003,2022-04-11,Multifinance,Refinancing,20000000,18,1.69,26084000,Lancar,1,1
L1KRD001764,L1NSB01093,PLT003,2023-08-29,Multifinance,Refinancing,10000000,48,1.21,15808000,Lancar,2,0
L1KRD001765,L1NSB01095,PLT002,2022-05-17,P2P Lending,Modal usaha,7000000,9,1.63,8026900,Lancar,0,1
L1KRD001766,L1NSB01095,PLT002,2023-12-30,P2P Lending,Pendidikan,1000000,9,2.47,1222300,Lancar,2,1
L1KRD001767,L1NSB01095,PLT002,2023-05-18,P2P Lending,Renovasi,3000000,9,1.96,3529200,Lancar,2,1
L1KRD001768,L1NSB01096,PLT001,2023-03-30,P2P Lending,Renovasi,1000000,1,1.67,1016700,DPK,25,1
L1KRD001769,L1NSB01096,PLT001,2023-11-23,P2P Lending,Modal usaha,5000000,6,1.98,5594000,Macet,298,0
L1KRD001770,L1NSB01098,PLT005,2023-02-15,P2P Lending,Konsumsi,3000000,6,2.46,3442800,Lancar,0,1
L1KRD001771,L1NSB01098,PLT005,2022-09-14,P2P Lending,Modal usaha,500000,3,1.66,524900,Lancar,3,1
L1KRD001772,L1NSB01099,PLT004,2024-05-31,Multifinance,Elektronik,10000000,18,1.62,12916000,Lancar,2,0
L1KRD001773,L1NSB01099,PLT004,2022-03-19,Multifinance,Motor baru,20000000,24,1.8,28640000,Lancar,0,1
L1KRD001774,L1NSB01100,PLT002,2023-08-31,P2P Lending,Renovasi,10000000,6,2.87,11722000,Lancar,1,1
L1KRD001775,L1NSB01100,PLT002,2023-03-17,P2P Lending,Modal usaha,1000000,3,2.45,1073500,Lancar,2,1
L1KRD001776,L1NSB01101,PLT001,2022-01-11,P2P Lending,Pendidikan,1000000,9,2.62,1235800,Kurang Lancar,85,0
L1KRD001777,L1NSB01101,PLT001,2023-01-20,P2P Lending,Pendidikan,7000000,12,1.91,8604400,DPK,26,1
L1KRD001778,L1NSB01102,PLT004,2023-12-16,Multifinance,Motor baru,3000000,18,1.21,3653400,Lancar,0,0
L1KRD001779,L1NSB01103,PLT003,2022-02-12,Multifinance,Elektronik,20000000,12,1.41,23384000,Lancar,3,1
L1KRD001780,L1NSB01104,PLT001,2022-10-21,P2P Lending,Pendidikan,7000000,1,2.77,7193900,Lancar,0,1
L1KRD001781,L1NSB01104,PLT001,2022-01-18,P2P Lending,Pendidikan,3000000,6,2.48,3446400,Lancar,3,1
L1KRD001782,L1NSB01106,PLT005,2022-05-03,P2P Lending,Konsumsi,5000000,9,2.12,5954000,DPK,13,1
L1KRD001783,L1NSB01106,PLT005,2023-02-15,P2P Lending,Modal usaha,2000000,6,2.99,2358800,Lancar,0,1
L1KRD001784,L1NSB01108,PLT002,2023-12-27,P2P Lending,Konsumsi,1000000,3,2.35,1070500,Kurang Lancar,87,0
L1KRD001785,L1NSB01108,PLT002,2023-03-07,P2P Lending,Konsumsi,3000000,3,2.1,3189000,Kurang Lancar,81,0
L1KRD001786,L1NSB01109,PLT001,2023-06-20,P2P Lending,Pendidikan,7000000,1,2.57,7179900,Lancar,3,1
L1KRD001787,L1NSB01109,PLT001,2023-09-20,P2P Lending,Kesehatan,1000000,1,2.88,1028800,Lancar,3,1
L1KRD001788,L1NSB01109,PLT001,2023-05-06,P2P Lending,Renovasi,2000000,1,1.84,2036800,Lancar,3,1
L1KRD001789,L1NSB01110,PLT003,2022-10-01,Multifinance,Refinancing,7000000,36,1.8,11536000,Lancar,2,0
L1KRD001790,L1NSB01110,PLT003,2023-09-10,Multifinance,Motor baru,3000000,24,1.04,3748800,Lancar,3,0
L1KRD001791,L1NSB01111,PLT005,2024-01-02,P2P Lending,Konsumsi,1000000,6,2.96,1177600,Lancar,0,1
L1KRD001792,L1NSB01111,PLT005,2022-02-02,P2P Lending,Kesehatan,5000000,3,3.35,5502500,Lancar,1,1
L1KRD001793,L1NSB01112,PLT001,2023-11-03,P2P Lending,Konsumsi,5000000,6,1.96,5588000,Lancar,1,1
L1KRD001794,L1NSB01114,PLT003,2023-02-17,Multifinance,Motor baru,20000000,18,1.96,27056000,Lancar,2,1
L1KRD001795,L1NSB01115,PLT004,2024-02-10,Multifinance,Refinancing,15000000,12,1.71,18078000,Lancar,2,0
L1KRD001796,L1NSB01115,PLT004,2024-01-03,Multifinance,Elektronik,3000000,18,1.03,3556200,Lancar,3,0
L1KRD001797,L1NSB01115,PLT004,2023-01-14,Multifinance,Mesin usaha,25000000,24,1.72,35320000,Macet,137,0
L1KRD001798,L1NSB01116,PLT005,2022-03-08,P2P Lending,Renovasi,500000,6,3.33,599900,Kurang Lancar,49,0
L1KRD001799,L1NSB01116,PLT005,2023-06-04,P2P Lending,Kesehatan,5000000,1,3.11,5155500,Lancar,2,1
L1KRD001800,L1NSB01119,PLT001,2022-04-22,P2P Lending,Konsumsi,7000000,12,3.42,9872800,DPK,12,1
L1KRD001801,L1NSB01119,PLT001,2023-05-13,P2P Lending,Renovasi,1000000,12,1.71,1205200,Lancar,0,1
L1KRD001802,L1NSB01120,PLT004,2022-08-23,Multifinance,Motor bekas,10000000,36,1.5,15400000,Lancar,2,0
L1KRD001803,L1NSB01121,PLT002,2023-08-01,P2P Lending,Renovasi,7000000,12,2.39,9007600,DPK,29,1
L1KRD001804,L1NSB01121,PLT002,2022-02-08,P2P Lending,Renovasi,10000000,1,2.19,10219000,Lancar,2,1
L1KRD001805,L1NSB01122,PLT005,2024-03-29,P2P Lending,Kesehatan,1000000,12,2.78,1333600,Lancar,0,0
L1KRD001806,L1NSB01122,PLT005,2022-07-02,P2P Lending,Konsumsi,5000000,3,2.63,5394500,DPK,6,1
L1KRD001807,L1NSB01122,PLT005,2022-04-06,P2P Lending,Modal usaha,2000000,1,1.52,2030400,Lancar,2,1
L1KRD001808,L1NSB01126,PLT002,2023-09-22,P2P Lending,Pendidikan,5000000,9,1.57,5706500,Lancar,2,1
L1KRD001809,L1NSB01127,PLT005,2024-03-16,P2P Lending,Renovasi,2000000,9,1.78,2320400,Lancar,2,0
L1KRD001810,L1NSB01128,PLT005,2024-05-17,P2P Lending,Konsumsi,7000000,12,1.63,8369200,DPK,20,0
L1KRD001811,L1NSB01128,PLT005,2023-09-27,P2P Lending,Modal usaha,10000000,1,2.66,10266000,Lancar,0,1
L1KRD001812,L1NSB01128,PLT005,2023-01-02,P2P Lending,Renovasi,3000000,1,3.21,3096300,Lancar,3,1
L1KRD001813,L1NSB01129,PLT004,2022-12-15,Multifinance,Motor baru,20000000,12,1.05,22520000,Lancar,1,1
L1KRD001814,L1NSB01129,PLT004,2024-04-11,Multifinance,Motor bekas,3000000,18,1.23,3664200,Lancar,3,0
L1KRD001815,L1NSB01130,PLT004,2023-07-23,Multifinance,Mesin usaha,25000000,36,1.73,40570000,Kurang Lancar,63,0
L1KRD001816,L1NSB01130,PLT004,2023-09-30,Multifinance,Motor bekas,20000000,12,1.01,22424000,Kurang Lancar,41,0
L1KRD001817,L1NSB01131,PLT004,2023-06-24,Multifinance,Mesin usaha,7000000,24,1.12,8881600,Lancar,1,0
L1KRD001818,L1NSB01132,PLT005,2022-04-05,P2P Lending,Modal usaha,3000000,1,2.83,3084900,Lancar,2,1
L1KRD001819,L1NSB01132,PLT005,2022-12-09,P2P Lending,Konsumsi,5000000,3,2.8,5420000,DPK,11,1
L1KRD001820,L1NSB01132,PLT005,2022-10-19,P2P Lending,Renovasi,3000000,6,1.62,3291600,Lancar,2,1
L1KRD001821,L1NSB01133,PLT003,2024-01-09,Multifinance,Motor bekas,5000000,36,1.93,8474000,Lancar,0,0
L1KRD001822,L1NSB01133,PLT003,2022-05-21,Multifinance,Motor baru,7000000,36,1.27,10200400,Lancar,2,0
L1KRD001823,L1NSB01134,PLT005,2022-08-21,P2P Lending,Modal usaha,10000000,1,2.19,10219000,DPK,22,1
L1KRD001824,L1NSB01136,PLT005,2023-01-30,P2P Lending,Renovasi,10000000,12,1.85,12220000,Lancar,1,1
L1KRD001825,L1NSB01136,PLT005,2022-03-05,P2P Lending,Renovasi,5000000,3,3.28,5492000,Lancar,0,1
L1KRD001826,L1NSB01138,PLT003,2022-07-16,Multifinance,Mesin usaha,10000000,36,1.24,14464000,DPK,29,0
L1KRD001827,L1NSB01139,PLT003,2022-04-15,Multifinance,Motor bekas,25000000,48,1.92,48040000,DPK,17,0
L1KRD001828,L1NSB01142,PLT001,2023-01-15,P2P Lending,Modal usaha,2000000,1,1.97,2039400,DPK,28,1
L1KRD001829,L1NSB01142,PLT001,2024-02-28,P2P Lending,Konsumsi,3000000,3,2.17,3195300,Lancar,1,1
L1KRD001830,L1NSB01143,PLT002,2023-01-23,P2P Lending,Renovasi,10000000,9,2.1,11890000,Lancar,3,1
L1KRD001831,L1NSB01143,PLT002,2022-09-17,P2P Lending,Renovasi,1000000,3,2.23,1066900,Lancar,2,1
L1KRD001832,L1NSB01143,PLT002,2022-07-23,P2P Lending,Kesehatan,500000,3,1.63,524450,Macet,189,0
L1KRD001833,L1NSB01144,PLT002,2022-03-22,P2P Lending,Modal usaha,2000000,6,3.18,2381600,Lancar,3,1
L1KRD001834,L1NSB01144,PLT002,2022-12-17,P2P Lending,Renovasi,2000000,9,2.0,2360000,Lancar,1,1
L1KRD001835,L1NSB01145,PLT004,2022-07-07,Multifinance,Elektronik,20000000,12,1.47,23528000,Lancar,0,1
L1KRD001836,L1NSB01145,PLT004,2023-01-30,Multifinance,Mesin usaha,5000000,48,1.82,9368000,Lancar,1,0
L1KRD001837,L1NSB01145,PLT004,2022-10-20,Multifinance,Motor bekas,7000000,18,1.52,8915200,DPK,24,1
L1KRD001838,L1NSB01146,PLT005,2024-05-28,P2P Lending,Modal usaha,2000000,1,3.29,2065800,DPK,27,1
L1KRD001839,L1NSB01146,PLT005,2022-02-12,P2P Lending,Konsumsi,500000,9,1.79,580550,Lancar,2,1
L1KRD001840,L1NSB01146,PLT005,2024-02-13,P2P Lending,Modal usaha,2000000,6,3.09,2370800,Lancar,2,1
L1KRD001841,L1NSB01147,PLT005,2023-11-18,P2P Lending,Pendidikan,1000000,3,1.83,1054900,Lancar,1,1
L1KRD001842,L1NSB01147,PLT005,2022-06-19,P2P Lending,Konsumsi,2000000,6,3.06,2367200,Kurang Lancar,67,0
L1KRD001843,L1NSB01147,PLT005,2022-11-08,P2P Lending,Kesehatan,3000000,9,2.81,3758700,Lancar,1,1
L1KRD001844,L1NSB01147,PLT005,2022-06-04,P2P Lending,Pendidikan,10000000,6,1.9,11140000,Lancar,2,1
L1KRD001845,L1NSB01148,PLT003,2024-02-16,Multifinance,Refinancing,10000000,12,1.38,11656000,Lancar,2,0
L1KRD001846,L1NSB01148,PLT003,2022-10-21,Multifinance,Motor baru,20000000,36,1.13,28136000,Lancar,1,0
L1KRD001847,L1NSB01149,PLT004,2023-05-28,Multifinance,Refinancing,7000000,48,1.59,12342400,Lancar,0,0
L1KRD001848,L1NSB01150,PLT002,2023-12-02,P2P Lending,Kesehatan,2000000,6,2.99,2358800,Lancar,2,1
L1KRD001849,L1NSB01152,PLT002,2024-05-07,P2P Lending,Kesehatan,500000,3,3.25,548750,DPK,27,1
L1KRD001850,L1NSB01152,PLT002,2022-07-10,P2P Lending,Pendidikan,500000,9,1.7,576500,Lancar,2,1
L1KRD001851,L1NSB01152,PLT002,2022-07-31,P2P Lending,Renovasi,10000000,1,2.78,10278000,DPK,10,1
L1KRD001852,L1NSB01153,PLT002,2024-04-06,P2P Lending,Modal usaha,1000000,12,1.69,1202800,Kurang Lancar,85,0
L1KRD001853,L1NSB01156,PLT004,2022-10-26,Multifinance,Refinancing,3000000,24,1.78,4281600,DPK,21,1
L1KRD001854,L1NSB01157,PLT004,2022-12-05,Multifinance,Motor bekas,15000000,12,1.31,17358000,Lancar,3,1
L1KRD001855,L1NSB01158,PLT003,2023-09-22,Multifinance,Mesin usaha,5000000,36,1.28,7304000,Lancar,2,0
L1KRD001856,L1NSB01158,PLT003,2023-03-18,Multifinance,Motor bekas,7000000,48,1.9,13384000,Lancar,2,0
L1KRD001857,L1NSB01159,PLT003,2023-04-24,Multifinance,Refinancing,5000000,18,1.37,6233000,Lancar,1,1
L1KRD001858,L1NSB01160,PLT001,2023-05-04,P2P Lending,Konsumsi,1000000,9,2.71,1243900,Lancar,1,1
L1KRD001859,L1NSB01160,PLT001,2023-03-04,P2P Lending,Renovasi,1000000,9,3.47,1312300,Lancar,0,1
L1KRD001860,L1NSB01160,PLT001,2022-05-19,P2P Lending,Kesehatan,10000000,1,1.53,10153000,Lancar,3,1
L1KRD001861,L1NSB01161,PLT002,2022-05-14,P2P Lending,Konsumsi,1000000,9,1.75,1157500,Lancar,1,1
L1KRD001862,L1NSB01161,PLT002,2022-12-09,P2P Lending,Pendidikan,5000000,9,2.51,6129500,Lancar,0,1
L1KRD001863,L1NSB01162,PLT005,2023-12-12,P2P Lending,Modal usaha,3000000,9,2.41,3650700,Lancar,3,1
L1KRD001864,L1NSB01162,PLT005,2023-03-29,P2P Lending,Renovasi,5000000,9,3.37,6516500,Lancar,0,1
L1KRD001865,L1NSB01162,PLT005,2022-05-06,P2P Lending,Kesehatan,7000000,12,3.35,9814000,Lancar,3,1
L1KRD001866,L1NSB01165,PLT003,2023-06-23,Multifinance,Refinancing,5000000,18,1.2,6080000,Lancar,3,0
L1KRD001867,L1NSB01166,PLT003,2023-03-22,Multifinance,Elektronik,5000000,36,1.14,7052000,Lancar,3,0
L1KRD001868,L1NSB01167,PLT004,2024-05-24,Multifinance,Elektronik,10000000,36,1.44,15184000,Lancar,2,0
L1KRD001869,L1NSB01168,PLT005,2023-06-12,P2P Lending,Kesehatan,10000000,1,2.58,10258000,Kurang Lancar,79,0
L1KRD001870,L1NSB01170,PLT001,2023-02-04,P2P Lending,Modal usaha,2000000,6,2.95,2354000,Lancar,2,1
L1KRD001871,L1NSB01171,PLT003,2024-05-04,Multifinance,Motor baru,20000000,18,1.6,25760000,Lancar,2,0
L1KRD001872,L1NSB01171,PLT003,2022-01-29,Multifinance,Refinancing,3000000,18,1.05,3567000,Lancar,3,1
L1KRD001873,L1NSB01171,PLT003,2023-02-24,Multifinance,Refinancing,3000000,18,1.47,3793800,Lancar,1,1
L1KRD001874,L1NSB01172,PLT004,2022-12-13,Multifinance,Mesin usaha,25000000,48,1.77,46240000,Lancar,1,0
L1KRD001875,L1NSB01172,PLT004,2023-06-08,Multifinance,Mesin usaha,25000000,24,1.52,34120000,Lancar,2,0
L1KRD001876,L1NSB01172,PLT004,2022-01-24,Multifinance,Refinancing,7000000,48,1.68,12644800,Lancar,1,0
L1KRD001877,L1NSB01173,PLT005,2023-03-26,P2P Lending,Modal usaha,7000000,6,1.51,7634200,Lancar,2,1
L1KRD001878,L1NSB01173,PLT005,2023-07-02,P2P Lending,Pendidikan,10000000,12,2.53,13036000,Lancar,2,1
L1KRD001879,L1NSB01173,PLT005,2022-03-28,P2P Lending,Konsumsi,5000000,1,3.27,5163500,Lancar,3,1
L1KRD001880,L1NSB01173,PLT005,2023-04-03,P2P Lending,Kesehatan,2000000,9,3.1,2558000,Lancar,1,1
L1KRD001881,L1NSB01174,PLT002,2022-03-20,P2P Lending,Modal usaha,500000,9,2.6,617000,Lancar,3,1
L1KRD001882,L1NSB01175,PLT005,2022-11-30,P2P Lending,Kesehatan,10000000,6,3.41,12046000,Lancar,1,1
L1KRD001883,L1NSB01176,PLT004,2022-05-29,Multifinance,Motor baru,10000000,12,1.29,11548000,Lancar,0,1
L1KRD001884,L1NSB01177,PLT003,2022-05-11,Multifinance,Refinancing,5000000,18,1.9,6710000,DPK,7,1
L1KRD001885,L1NSB01180,PLT005,2022-05-24,P2P Lending,Modal usaha,10000000,6,2.78,11668000,DPK,7,1
L1KRD001886,L1NSB01181,PLT004,2022-07-20,Multifinance,Elektronik,3000000,36,1.3,4404000,Lancar,0,0
L1KRD001887,L1NSB01181,PLT004,2022-12-26,Multifinance,Elektronik,15000000,18,1.64,19428000,Kurang Lancar,43,0
L1KRD001888,L1NSB01181,PLT004,2024-04-26,Multifinance,Motor baru,20000000,18,1.42,25112000,Kurang Lancar,62,0
L1KRD001889,L1NSB01181,PLT004,2024-05-26,Multifinance,Motor baru,25000000,18,1.63,32335000,DPK,29,0
L1KRD001890,L1NSB01182,PLT005,2022-10-10,P2P Lending,Konsumsi,10000000,9,1.7,11530000,Lancar,3,1
L1KRD001891,L1NSB01182,PLT005,2023-11-11,P2P Lending,Renovasi,7000000,1,3.19,7223300,Lancar,0,1
L1KRD001892,L1NSB01183,PLT005,2022-02-22,P2P Lending,Konsumsi,5000000,12,2.7,6620000,Lancar,0,1
L1KRD001893,L1NSB01183,PLT005,2024-05-29,P2P Lending,Modal usaha,1000000,1,2.2,1022000,Macet,119,0
L1KRD001894,L1NSB01183,PLT005,2022-06-14,P2P Lending,Pendidikan,3000000,9,1.64,3442800,Lancar,0,1
L1KRD001895,L1NSB01184,PLT002,2022-09-09,P2P Lending,Konsumsi,1000000,3,2.05,1061500,Lancar,1,1
L1KRD001896,L1NSB01184,PLT002,2023-11-17,P2P Lending,Pendidikan,7000000,1,3.0,7210000,Lancar,3,1
