nasabah_id,ew_aktif_bulan,ew_transaksi_per_bulan,ew_avg_nominal,ew_top_up_rutin,ew_spike_sebelum_ajuan,ew_saldo_rata_rata,gig_income_avg_bln,gig_order_per_bln,gig_konsisten_6bln,gig_cancel_rate,listrik_tepat_waktu,listrik_pct_tepat,bpjs_rutin,ecom_trx_per_bln,ecom_avg_nominal,ecom_return_rate,punya_toko_online,omzet_toko_online,pulsa_bulanan,pulsa_konsisten_12bln,platform_ontime_rate,platform_late_days_avg
L1NSB00423,7,45,736000,1,0,25000,3039000,343,1,0.13,17,70.8,0,1,267000,0.06,0,0,23000,1,0.82,8
L1NSB00424,0,0,0,0,0,0,0,0,0,0.0,20,83.3,1,19,491000,0.13,0,0,82000,1,0.61,17
L1NSB00425,13,32,736000,1,1,65000,7580000,398,1,0.12,14,58.3,0,18,303000,0.13,0,0,32000,1,0.64,16
L1NSB00426,0,0,0,0,0,0,0,0,0,0.0,16,66.7,1,6,202000,0.03,0,0,106000,1,0.9,4
L1NSB00427,15,41,742000,1,0,108000,0,0,0,0.0,23,95.8,1,20,137000,0.04,0,0,146000,0,0.79,9
L1NSB00428,16,74,739000,0,0,494000,0,0,0,0.0,19,79.2,0,8,232000,0.05,0,0,49000,1,0.98,0
L1NSB00429,0,0,0,0,0,0,7903000,62,1,0.14,22,91.7,1,5,448000,0.11,0,0,72000,1,0.77,10
L1NSB00430,18,77,680000,0,0,282000,1639000,66,1,0.04,18,75.0,1,14,236000,0.08,0,0,90000,1,0.88,5
L1NSB00431,0,0,0,0,0,0,0,0,0,0.0,18,75.0,0,3,251000,0.03,0,0,122000,0,0.76,10
L1NSB00432,17,26,618000,1,0,72000,3631000,233,1,0.01,15,62.5,0,3,433000,0.12,0,0,132000,0,0.6,18
L1NSB00433,15,32,749000,1,1,222000,0,0,0,0.0,22,91.7,0,12,110000,0.02,0,0,70000,1,0.58,18
L1NSB00434,22,26,439000,1,1,180000,4299000,223,1,0.05,19,79.2,0,8,139000,0.11,0,0,149000,1,0.97,1
L1NSB00435,0,0,0,0,0,0,0,0,0,0.0,17,70.8,0,15,281000,0.01,0,0,26000,0,0.94,2
L1NSB00436,14,45,317000,1,0,191000,0,0,0,0.0,24,100.0,1,13,453000,0.06,0,0,42000,0,0.98,0
L1NSB00437,0,0,0,0,0,0,6771000,120,0,0.12,17,70.8,1,16,242000,0.12,0,0,52000,1,0.84,7
L1NSB00438,20,31,429000,1,0,198000,0,0,0,0.0,24,100.0,1,1,347000,0.05,0,0,69000,0,0.9,4
L1NSB00439,24,15,446000,1,0,26000,5953000,108,0,0.07,18,75.0,1,0,173000,0.04,0,0,89000,0,0.89,4
L1NSB00440,0,0,0,0,0,0,0,0,0,0.0,21,87.5,0,14,67000,0.0,0,0,144000,1,0.7,13
L1NSB00441,24,47,756000,0,0,314000,4411000,180,1,0.11,20,83.3,0,18,218000,0.04,0,0,141000,1,0.86,6
L1NSB00442,0,0,0,0,0,0,4397000,272,0,0.06,22,91.7,1,0,56000,0.02,0,0,37000,1,0.75,11
L1NSB00443,14,44,502000,1,0,366000,0,0,0,0.0,19,79.2,1,18,144000,0.04,0,0,74000,1,0.92,3
L1NSB00444,19,40,779000,1,0,56000,0,0,0,0.0,24,100.0,1,1,77000,0.01,0,0,46000,0,0.87,5
L1NSB00445,15,48,489000,1,1,388000,0,0,0,0.0,17,70.8,1,1,488000,0.04,1,19000000,92000,0,0.96,1
L1NSB00446,15,27,670000,1,0,465000,0,0,0,0.0,17,70.8,1,10,415000,0.05,0,0,71000,1,0.77,10
L1NSB00447,23,65,760000,1,0,261000,0,0,0,0.0,23,95.8,1,0,0,0.0,0,0,51000,1,0.57,19
L1NSB00448,10,58,363000,1,0,496000,7324000,291,0,0.02,22,91.7,0,17,116000,0.13,0,0,139000,1,0.85,6
L1NSB00449,22,40,104000,1,0,259000,7461000,345,0,0.15,15,62.5,0,2,203000,0.14,0,0,117000,1,0.59,18
L1NSB00450,9,79,546000,0,0,244000,0,0,0,0.0,19,79.2,1,9,138000,0.11,0,0,74000,1,0.92,3
L1NSB00451,0,0,0,0,0,0,6992000,314,1,0.13,19,79.2,0,5,173000,0.07,0,0,143000,1,0.8,8
L1NSB00452,21,63,34000,0,0,464000,0,0,0,0.0,15,62.5,1,0,0,0.0,0,0,107000,0,0.7,13
L1NSB00453,9,25,118000,1,0,294000,0,0,0,0.0,14,58.3,1,17,133000,0.11,0,0,35000,1,0.85,6
L1NSB00454,19,7,181000,1,0,378000,0,0,0,0.0,17,70.8,0,17,160000,0.12,0,0,112000,1,0.73,12
L1NSB00455,18,72,166000,1,0,10000,0,0,0,0.0,14,58.3,1,6,399000,0.15,0,0,25000,1,0.91,4
L1NSB00456,21,71,92000,1,0,385000,0,0,0,0.0,20,83.3,0,13,434000,0.12,0,0,147000,1,0.91,4
L1NSB00457,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,18,313000,0.04,0,0,131000,1,0.69,13
L1NSB00458,20,57,730000,0,0,40000,0,0,0,0.0,21,87.5,0,9,394000,0.13,0,0,121000,1,0.61,17
L1NSB00459,21,55,399000,1,1,316000,5676000,132,1,0.07,23,95.8,0,8,305000,0.07,0,0,30000,0,0.7,13
L1NSB00460,10,24,92000,0,0,213000,6509000,165,0,0.03,20,83.3,1,8,226000,0.03,0,0,77000,0,0.83,7
L1NSB00461,7,64,294000,1,1,205000,0,0,0,0.0,17,70.8,0,10,94000,0.06,0,0,58000,0,0.73,12
L1NSB00462,21,52,155000,0,0,112000,0,0,0,0.0,21,87.5,1,20,344000,0.09,0,0,111000,1,0.95,2
L1NSB00463,18,57,644000,1,0,262000,0,0,0,0.0,20,83.3,0,7,161000,0.15,0,0,110000,1,0.62,17
L1NSB00464,22,34,506000,0,0,447000,0,0,0,0.0,17,70.8,0,15,395000,0.03,0,0,73000,0,0.65,15
L1NSB00465,13,65,780000,1,0,13000,5950000,349,1,0.1,18,75.0,0,1,154000,0.11,0,0,70000,0,0.95,2
L1NSB00466,0,0,0,0,0,0,3110000,399,0,0.1,22,91.7,0,6,323000,0.04,0,0,41000,0,0.84,7
L1NSB00467,23,6,305000,1,0,313000,0,0,0,0.0,22,91.7,1,20,370000,0.06,0,0,142000,1,0.81,8
L1NSB00468,18,74,46000,1,0,207000,3923000,239,1,0.06,18,75.0,1,4,99000,0.06,0,0,76000,1,0.85,6
L1NSB00469,19,42,60000,1,0,332000,5188000,151,1,0.15,23,95.8,0,0,0,0.0,0,0,129000,1,0.71,13
L1NSB00470,0,0,0,0,0,0,3172000,184,1,0.03,22,91.7,1,6,375000,0.12,0,0,139000,1,0.85,6
L1NSB00471,22,32,723000,0,0,21000,0,0,0,0.0,17,70.8,1,5,98000,0.09,0,0,127000,1,0.91,4
L1NSB00472,8,8,160000,1,0,232000,0,0,0,0.0,24,100.0,1,16,257000,0.1,0,0,137000,0,0.68,14
L1NSB00473,19,65,125000,1,0,305000,0,0,0,0.0,24,100.0,1,17,269000,0.04,0,0,42000,1,0.55,20
L1NSB00474,22,47,219000,1,0,205000,0,0,0,0.0,16,66.7,0,4,102000,0.05,0,0,122000,0,0.85,6
L1NSB00475,15,31,616000,1,0,315000,0,0,0,0.0,23,95.8,0,8,364000,0.05,0,0,21000,0,0.8,8
L1NSB00476,16,41,454000,1,0,344000,0,0,0,0.0,19,79.2,0,6,88000,0.07,0,0,33000,0,0.93,3
L1NSB00477,0,0,0,0,0,0,0,0,0,0.0,14,58.3,0,4,426000,0.12,0,0,116000,0,0.88,5
L1NSB00478,11,49,783000,1,0,114000,0,0,0,0.0,16,66.7,1,5,423000,0.03,1,15000000,74000,1,0.58,18
L1NSB00479,18,5,128000,1,1,15000,0,0,0,0.0,18,75.0,0,17,315000,0.06,0,0,25000,1,0.64,16
L1NSB00480,10,57,346000,1,0,406000,0,0,0,0.0,22,91.7,1,18,371000,0.1,0,0,112000,1,0.68,14
L1NSB00481,21,60,89000,1,0,21000,0,0,0,0.0,23,95.8,0,6,303000,0.01,0,0,113000,1,0.8,8
L1NSB00482,6,41,388000,1,0,376000,0,0,0,0.0,18,75.0,0,13,272000,0.14,0,0,85000,1,0.91,4
L1NSB00483,13,74,481000,1,0,391000,7815000,216,0,0.14,14,58.3,0,10,249000,0.07,0,0,68000,1,0.91,4
L1NSB00484,0,0,0,0,0,0,3981000,280,1,0.09,22,91.7,1,16,171000,0.15,0,0,110000,0,0.92,3
L1NSB00485,22,45,663000,0,1,90000,0,0,0,0.0,19,79.2,0,1,126000,0.04,0,0,119000,0,0.91,4
L1NSB00486,11,38,257000,0,0,193000,3557000,320,1,0.06,15,62.5,0,5,469000,0.02,0,0,80000,1,0.58,18
L1NSB00487,22,74,76000,0,0,224000,6594000,198,1,0.01,18,75.0,1,18,460000,0.01,0,0,90000,1,0.88,5
L1NSB00488,24,20,702000,1,1,51000,0,0,0,0.0,16,66.7,1,5,109000,0.12,0,0,123000,1,0.99,0
L1NSB00489,23,57,757000,1,0,45000,0,0,0,0.0,24,100.0,1,18,377000,0.01,0,0,100000,1,0.65,15
L1NSB00490,12,52,164000,1,0,376000,6919000,255,0,0.12,22,91.7,0,10,211000,0.11,0,0,26000,0,0.7,13
L1NSB00491,21,29,561000,0,0,462000,0,0,0,0.0,14,58.3,0,2,144000,0.13,1,15000000,43000,1,0.8,8
L1NSB00492,0,0,0,0,0,0,0,0,0,0.0,20,83.3,1,20,463000,0.01,0,0,49000,0,0.73,12
L1NSB00493,17,9,394000,1,0,353000,0,0,0,0.0,23,95.8,0,7,476000,0.14,0,0,132000,0,0.74,11
L1NSB00494,21,14,524000,0,1,169000,0,0,0,0.0,23,95.8,0,4,355000,0.13,0,0,113000,0,0.96,1
L1NSB00495,0,0,0,0,0,0,0,0,0,0.0,15,62.5,0,19,266000,0.01,0,0,76000,0,0.61,17
L1NSB00496,12,40,620000,1,0,31000,0,0,0,0.0,23,95.8,1,8,71000,0.1,1,7000000,38000,1,0.76,10
L1NSB00497,17,71,599000,1,0,239000,0,0,0,0.0,18,75.0,1,17,53000,0.06,0,0,66000,1,0.91,4
L1NSB00498,10,9,695000,0,1,208000,0,0,0,0.0,23,95.8,0,11,87000,0.06,0,0,48000,0,0.74,11
L1NSB00499,8,74,113000,1,0,77000,0,0,0,0.0,24,100.0,1,20,449000,0.03,1,20000000,70000,0,0.7,13
L1NSB00500,24,70,537000,1,0,40000,0,0,0,0.0,20,83.3,1,4,163000,0.02,0,0,130000,1,0.86,6
L1NSB00501,9,7,626000,1,0,302000,0,0,0,0.0,20,83.3,1,17,74000,0.15,0,0,42000,0,0.89,4
L1NSB00502,12,59,36000,1,0,150000,7856000,102,1,0.13,14,58.3,0,8,180000,0.11,0,0,30000,1,0.87,5
L1NSB00503,21,18,292000,0,0,440000,3434000,189,1,0.06,18,75.0,0,18,498000,0.05,0,0,22000,1,0.92,3
L1NSB00504,0,0,0,0,0,0,7563000,220,1,0.14,14,58.3,1,13,473000,0.02,0,0,121000,1,0.8,8
L1NSB00505,23,49,615000,1,0,82000,6483000,190,0,0.03,23,95.8,0,0,0,0.0,0,0,24000,0,0.71,13
L1NSB00506,20,60,213000,1,0,399000,0,0,0,0.0,24,100.0,1,17,197000,0.07,0,0,108000,0,0.59,18
L1NSB00507,15,68,172000,1,0,73000,0,0,0,0.0,21,87.5,1,9,394000,0.11,0,0,23000,0,0.9,4
L1NSB00508,0,0,0,0,0,0,0,0,0,0.0,24,100.0,1,12,116000,0.09,0,0,50000,1,0.72,12
L1NSB00509,23,56,475000,0,0,315000,0,0,0,0.0,22,91.7,0,0,0,0.0,0,0,122000,1,0.82,8
L1NSB00510,0,0,0,0,0,0,0,0,0,0.0,24,100.0,0,13,297000,0.1,0,0,114000,1,0.93,3
L1NSB00511,21,42,75000,0,0,430000,0,0,0,0.0,21,87.5,1,4,155000,0.01,0,0,90000,0,0.64,16
L1NSB00512,10,48,790000,1,1,276000,0,0,0,0.0,19,79.2,1,0,0,0.0,0,0,99000,1,0.95,2
L1NSB00513,20,28,140000,1,0,183000,0,0,0,0.0,16,66.7,0,0,370000,0.05,0,0,70000,1,0.63,16
L1NSB00514,9,70,308000,1,0,178000,6518000,369,1,0.1,17,70.8,0,4,114000,0.11,0,0,21000,1,0.95,2
L1NSB00515,0,0,0,0,0,0,6240000,188,1,0.13,17,70.8,1,3,455000,0.12,0,0,39000,0,0.56,19
L1NSB00516,23,67,554000,0,0,419000,3112000,398,1,0.08,21,87.5,1,18,440000,0.08,0,0,58000,0,0.6,18
L1NSB00517,22,23,263000,0,0,491000,6135000,398,1,0.08,22,91.7,1,3,384000,0.0,0,0,118000,0,0.69,13
L1NSB00518,19,49,504000,1,0,422000,0,0,0,0.0,20,83.3,0,6,397000,0.05,0,0,135000,1,0.9,4
L1NSB00519,17,21,457000,0,0,267000,0,0,0,0.0,22,91.7,1,17,123000,0.03,0,0,58000,1,0.68,14
L1NSB00520,11,21,684000,1,0,44000,0,0,0,0.0,21,87.5,0,16,397000,0.08,0,0,31000,1,0.66,15
L1NSB00521,0,0,0,0,0,0,0,0,0,0.0,19,79.2,1,7,333000,0.11,0,0,60000,0,0.67,14
L1NSB00522,0,0,0,0,0,0,0,0,0,0.0,20,83.3,0,15,272000,0.06,0,0,52000,1,0.99,0
L1NSB00523,15,46,753000,1,0,50000,0,0,0,0.0,24,100.0,0,4,78000,0.09,0,0,75000,1,0.73,12
L1NSB00524,17,29,135000,1,0,79000,0,0,0,0.0,20,83.3,0,4,98000,0.1,0,0,95000,1,0.97,1
L1NSB00525,14,38,255000,0,0,17000,0,0,0,0.0,20,83.3,0,2,192000,0.14,0,0,117000,1,0.71,13
L1NSB00526,20,44,307000,1,0,314000,0,0,0,0.0,23,95.8,1,15,99000,0.12,0,0,78000,1,0.95,2
L1NSB00527,24,62,198000,1,0,249000,0,0,0,0.0,14,58.3,1,2,62000,0.11,0,0,97000,0,0.69,13
L1NSB00528,21,51,786000,1,0,426000,0,0,0,0.0,22,91.7,1,13,370000,0.01,0,0,141000,1,0.57,19
L1NSB00529,10,19,405000,1,0,320000,0,0,0,0.0,18,75.0,1,6,283000,0.07,0,0,145000,1,0.81,8
L1NSB00530,7,31,249000,0,0,127000,6432000,214,1,0.02,21,87.5,1,0,198000,0.07,0,0,75000,1,0.8,8
L1NSB00531,15,63,512000,1,0,13000,0,0,0,0.0,21,87.5,1,0,163000,0.06,0,0,110000,1,0.55,20
L1NSB00532,20,53,764000,0,0,291000,0,0,0,0.0,16,66.7,1,3,493000,0.15,0,0,52000,0,0.92,3
L1NSB00533,0,0,0,0,0,0,0,0,0,0.0,17,70.8,1,16,262000,0.13,0,0,86000,1,0.61,17
L1NSB00534,0,0,0,0,0,0,3641000,160,1,0.04,14,58.3,1,9,419000,0.12,0,0,130000,1,0.85,6
L1NSB00535,7,56,440000,1,0,464000,0,0,0,0.0,18,75.0,0,17,230000,0.15,0,0,71000,0,0.96,1
L1NSB00536,12,48,563000,1,0,459000,0,0,0,0.0,22,91.7,0,2,107000,0.14,0,0,130000,1,0.62,17
L1NSB00537,14,28,151000,0,0,130000,5331000,335,1,0.08,14,58.3,0,9,336000,0.11,0,0,116000,0,0.98,0
L1NSB00538,9,15,735000,1,0,189000,4460000,332,1,0.11,23,95.8,1,8,135000,0.01,0,0,70000,1,0.64,16
L1NSB00539,19,29,735000,1,0,100000,5504000,254,1,0.08,21,87.5,1,15,237000,0.09,0,0,38000,0,0.9,4
L1NSB00540,8,67,293000,1,1,187000,0,0,0,0.0,17,70.8,1,17,62000,0.14,0,0,65000,1,0.77,10
L1NSB00541,0,0,0,0,0,0,0,0,0,0.0,16,66.7,1,6,152000,0.09,0,0,123000,0,0.94,2
L1NSB00542,7,17,106000,0,0,181000,0,0,0,0.0,18,75.0,0,16,50000,0.05,0,0,84000,1,0.62,17
L1NSB00543,0,0,0,0,0,0,0,0,0,0.0,15,62.5,0,8,349000,0.09,0,0,120000,0,0.97,1
L1NSB00544,14,63,750000,1,0,331000,6895000,358,1,0.02,21,87.5,0,7,321000,0.1,0,0,136000,1,0.81,8
L1NSB00545,0,0,0,0,0,0,0,0,0,0.0,21,87.5,0,0,0,0.0,0,0,79000,1,0.63,16
L1NSB00546,7,79,721000,1,1,102000,0,0,0,0.0,17,70.8,0,14,142000,0.06,0,0,64000,0,0.78,9
L1NSB00547,18,77,609000,1,0,146000,0,0,0,0.0,19,79.2,1,19,290000,0.02,0,0,112000,1,0.75,11
L1NSB00548,12,25,530000,1,0,358000,0,0,0,0.0,19,79.2,1,9,397000,0.09,0,0,147000,0,0.91,4
L1NSB00549,19,5,630000,1,0,270000,6020000,324,1,0.11,20,83.3,1,2,67000,0.14,0,0,141000,0,0.71,13
L1NSB00550,18,66,635000,0,0,366000,3093000,260,1,0.13,14,58.3,1,5,245000,0.03,0,0,128000,1,0.89,4
L1NSB00551,17,55,300000,1,0,345000,0,0,0,0.0,20,83.3,0,12,366000,0.04,0,0,87000,1,0.89,4
L1NSB00552,17,50,673000,1,0,447000,5131000,179,1,0.1,24,100.0,1,4,179000,0.0,0,0,63000,1,0.55,20
L1NSB00553,0,0,0,0,0,0,7438000,189,1,0.11,23,95.8,1,12,211000,0.13,0,0,26000,0,0.91,4
L1NSB00554,0,0,0,0,0,0,4362000,193,1,0.14,21,87.5,0,16,53000,0.06,0,0,115000,1,0.81,8
L1NSB00555,11,20,283000,1,0,389000,0,0,0,0.0,22,91.7,0,1,406000,0.14,0,0,76000,1,0.57,19
L1NSB00556,0,0,0,0,0,0,0,0,0,0.0,18,75.0,0,2,230000,0.0,0,0,85000,1,0.69,13
L1NSB00557,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,4,258000,0.05,0,0,130000,0,0.95,2
L1NSB00558,18,64,317000,1,0,413000,0,0,0,0.0,20,83.3,1,13,431000,0.01,0,0,54000,1,0.64,16
L1NSB00559,24,65,300000,0,0,410000,0,0,0,0.0,14,58.3,0,18,195000,0.12,0,0,42000,0,0.83,7
L1NSB00560,19,10,524000,1,0,457000,6385000,217,0,0.05,22,91.7,0,8,353000,0.13,0,0,140000,0,0.64,16
L1NSB00561,13,7,467000,0,0,465000,0,0,0,0.0,19,79.2,1,14,491000,0.1,0,0,73000,1,0.56,19
L1NSB00562,17,28,449000,0,0,24000,7449000,256,1,0.08,20,83.3,1,15,80000,0.07,0,0,50000,1,0.82,8
L1NSB00563,13,56,127000,1,0,75000,0,0,0,0.0,17,70.8,0,15,286000,0.04,0,0,96000,1,0.6,18
L1NSB00564,12,36,540000,1,0,14000,4239000,308,1,0.01,23,95.8,1,2,438000,0.01,0,0,113000,0,0.56,19
L1NSB00565,19,39,71000,1,0,280000,3179000,325,1,0.05,22,91.7,0,8,312000,0.15,0,0,109000,1,0.74,11
L1NSB00566,0,0,0,0,0,0,0,0,0,0.0,19,79.2,1,9,403000,0.1,0,0,53000,1,0.78,9
L1NSB00567,6,29,150000,1,0,429000,0,0,0,0.0,22,91.7,0,7,455000,0.1,0,0,85000,0,0.98,0
L1NSB00568,19,68,792000,1,0,267000,0,0,0,0.0,18,75.0,1,8,186000,0.13,0,0,100000,1,0.81,8
L1NSB00569,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,6,145000,0.15,0,0,115000,1,0.93,3
L1NSB00570,0,0,0,0,0,0,4303000,129,1,0.1,14,58.3,1,3,430000,0.05,0,0,29000,1,0.82,8
L1NSB00571,0,0,0,0,0,0,6399000,387,1,0.06,17,70.8,0,0,357000,0.12,0,0,122000,1,0.99,0
L1NSB00572,13,8,480000,1,0,421000,0,0,0,0.0,19,79.2,0,8,462000,0.12,0,0,138000,0,0.62,17
L1NSB00573,9,23,673000,1,0,295000,0,0,0,0.0,19,79.2,0,0,61000,0.04,0,0,55000,1,0.89,4
L1NSB00574,18,71,159000,1,1,280000,0,0,0,0.0,15,62.5,0,1,340000,0.04,0,0,108000,0,0.68,14
L1NSB00575,0,0,0,0,0,0,0,0,0,0.0,21,87.5,0,0,0,0.0,0,0,75000,1,0.71,13
L1NSB00576,0,0,0,0,0,0,0,0,0,0.0,21,87.5,1,19,278000,0.13,0,0,58000,0,0.87,5
L1NSB00577,0,0,0,0,0,0,0,0,0,0.0,24,100.0,1,10,171000,0.08,0,0,60000,1,0.94,2
L1NSB00578,12,70,171000,1,0,77000,0,0,0,0.0,23,95.8,0,11,494000,0.14,0,0,67000,1,0.71,13
L1NSB00579,0,0,0,0,0,0,0,0,0,0.0,21,87.5,1,13,446000,0.08,0,0,106000,1,0.82,8
L1NSB00580,13,11,555000,0,0,382000,0,0,0,0.0,23,95.8,1,10,482000,0.05,0,0,46000,1,0.7,13
L1NSB00581,0,0,0,0,0,0,0,0,0,0.0,18,75.0,0,16,333000,0.04,0,0,103000,1,0.78,9
L1NSB00582,10,37,325000,1,0,131000,4223000,63,1,0.13,23,95.8,1,11,227000,0.12,0,0,73000,1,0.7,13
L1NSB00583,22,14,93000,1,0,349000,0,0,0,0.0,16,66.7,1,14,274000,0.12,0,0,135000,1,0.97,1
L1NSB00584,14,52,618000,1,0,460000,7300000,110,0,0.08,16,66.7,0,9,427000,0.09,0,0,143000,1,0.83,7
L1NSB00585,6,68,93000,1,0,467000,4483000,357,1,0.09,18,75.0,1,18,402000,0.11,0,0,47000,1,0.61,17
L1NSB00586,24,48,461000,1,0,88000,0,0,0,0.0,19,79.2,1,11,350000,0.03,0,0,135000,1,0.67,14
L1NSB00587,6,53,338000,0,0,407000,0,0,0,0.0,16,66.7,0,15,125000,0.1,0,0,36000,1,0.92,3
L1NSB00588,0,0,0,0,0,0,2427000,371,1,0.02,24,100.0,1,1,78000,0.05,0,0,81000,1,0.71,13
L1NSB00589,16,51,475000,1,0,227000,6073000,389,1,0.06,24,100.0,1,15,408000,0.15,0,0,33000,1,0.9,4
L1NSB00590,17,5,338000,1,0,56000,0,0,0,0.0,14,58.3,0,16,263000,0.11,0,0,141000,0,0.96,1
L1NSB00591,21,76,358000,1,1,377000,6243000,283,1,0.04,22,91.7,0,12,73000,0.12,0,0,82000,1,0.85,6
L1NSB00592,0,0,0,0,0,0,0,0,0,0.0,20,83.3,0,1,318000,0.09,0,0,149000,1,0.84,7
L1NSB00593,6,16,64000,1,0,292000,0,0,0,0.0,17,70.8,0,19,90000,0.01,0,0,31000,0,0.68,14
L1NSB00594,7,29,732000,1,0,121000,6174000,271,1,0.09,16,66.7,1,0,390000,0.1,0,0,134000,1,0.97,1
L1NSB00595,8,76,575000,1,0,155000,5184000,316,0,0.12,21,87.5,1,13,256000,0.04,0,0,54000,1,0.79,9
L1NSB00596,15,70,746000,0,0,390000,7774000,257,1,0.08,16,66.7,1,13,207000,0.04,0,0,69000,1,0.89,4
L1NSB00597,21,60,446000,0,0,343000,0,0,0,0.0,19,79.2,0,16,97000,0.1,0,0,133000,1,0.69,13
L1NSB00598,24,26,348000,1,0,55000,0,0,0,0.0,18,75.0,0,8,246000,0.12,0,0,105000,0,0.91,4
L1NSB00599,16,60,443000,1,0,324000,0,0,0,0.0,18,75.0,1,0,128000,0.09,0,0,22000,1,0.97,1
L1NSB00600,18,39,633000,1,0,423000,0,0,0,0.0,22,91.7,0,0,0,0.0,0,0,51000,1,0.79,9
L1NSB00601,10,78,179000,0,0,332000,0,0,0,0.0,24,100.0,0,4,186000,0.06,0,0,67000,1,0.65,15
L1NSB00602,0,0,0,0,0,0,3202000,167,1,0.09,18,75.0,0,1,248000,0.1,0,0,125000,1,0.69,13
L1NSB00603,0,0,0,0,0,0,0,0,0,0.0,22,91.7,0,10,303000,0.08,0,0,87000,1,0.7,13
L1NSB00604,18,46,721000,1,0,343000,0,0,0,0.0,24,100.0,0,11,472000,0.12,0,0,20000,0,0.71,13
L1NSB00605,8,21,435000,1,0,227000,0,0,0,0.0,18,75.0,1,20,180000,0.14,0,0,77000,0,0.57,19
L1NSB00606,19,18,291000,1,0,461000,0,0,0,0.0,18,75.0,0,8,140000,0.01,0,0,150000,1,0.66,15
L1NSB00607,9,52,170000,0,0,333000,6205000,97,1,0.08,24,100.0,0,0,461000,0.05,0,0,45000,0,0.69,13
L1NSB00608,23,45,80000,1,0,106000,0,0,0,0.0,16,66.7,1,5,413000,0.08,0,0,128000,1,1.0,0
L1NSB00609,11,67,717000,1,0,409000,0,0,0,0.0,18,75.0,1,4,156000,0.03,0,0,149000,1,0.58,18
L1NSB00610,21,10,69000,1,0,51000,5831000,186,1,0.14,24,100.0,0,9,347000,0.12,0,0,25000,1,0.61,17
L1NSB00611,6,28,389000,1,0,500000,0,0,0,0.0,15,62.5,1,9,160000,0.05,0,0,31000,1,0.94,2
L1NSB00612,21,66,779000,1,0,73000,0,0,0,0.0,17,70.8,0,1,269000,0.01,0,0,55000,0,0.8,8
L1NSB00613,20,41,377000,1,0,245000,0,0,0,0.0,15,62.5,0,9,278000,0.04,0,0,82000,0,0.61,17
L1NSB00614,0,0,0,0,0,0,0,0,0,0.0,18,75.0,1,7,459000,0.01,0,0,121000,1,0.63,16
L1NSB00615,12,56,118000,1,0,183000,0,0,0,0.0,22,91.7,1,0,264000,0.11,0,0,106000,0,0.76,10
L1NSB00616,0,0,0,0,0,0,0,0,0,0.0,16,66.7,0,1,395000,0.04,0,0,141000,1,0.61,17
L1NSB00617,16,19,37000,0,0,472000,7630000,400,1,0.09,14,58.3,0,13,346000,0.0,0,0,39000,1,0.99,0
L1NSB00618,8,71,123000,1,0,362000,0,0,0,0.0,23,95.8,1,6,464000,0.03,0,0,68000,1,0.65,15
L1NSB00619,13,7,674000,1,0,154000,0,0,0,0.0,23,95.8,1,0,0,0.0,0,0,40000,1,0.74,11
L1NSB00620,0,0,0,0,0,0,5375000,78,1,0.09,17,70.8,0,4,490000,0.02,0,0,89000,0,0.86,6
L1NSB00621,19,72,372000,1,0,388000,0,0,0,0.0,15,62.5,0,18,62000,0.02,0,0,37000,1,0.84,7
L1NSB00622,8,46,757000,1,0,408000,0,0,0,0.0,19,79.2,1,3,75000,0.09,0,0,113000,1,0.65,15
L1NSB00623,0,0,0,0,0,0,4913000,153,1,0.01,21,87.5,0,11,408000,0.05,0,0,33000,0,0.92,3
L1NSB00624,15,20,445000,1,0,240000,0,0,0,0.0,21,87.5,0,1,377000,0.1,0,0,138000,0,0.98,0
L1NSB00625,14,61,92000,0,0,370000,7234000,368,0,0.14,17,70.8,0,6,371000,0.12,0,0,43000,1,0.93,3
L1NSB00626,23,52,419000,1,0,319000,0,0,0,0.0,21,87.5,1,11,68000,0.05,0,0,80000,1,0.9,4
L1NSB00627,13,8,748000,0,1,187000,0,0,0,0.0,19,79.2,0,18,92000,0.12,1,18000000,38000,1,0.65,15
L1NSB00628,18,41,689000,1,0,375000,3611000,203,0,0.06,24,100.0,1,9,495000,0.05,0,0,71000,1,0.72,12
L1NSB00629,6,68,421000,1,1,143000,0,0,0,0.0,20,83.3,1,5,495000,0.0,0,0,128000,0,0.97,1
L1NSB00630,11,62,143000,1,0,220000,0,0,0,0.0,14,58.3,1,4,475000,0.09,0,0,36000,0,0.75,11
L1NSB00631,6,20,57000,1,0,413000,3304000,273,1,0.09,15,62.5,1,18,192000,0.13,0,0,139000,0,0.94,2
L1NSB00632,10,68,736000,1,0,22000,0,0,0,0.0,19,79.2,0,16,286000,0.07,0,0,146000,1,0.59,18
L1NSB00633,24,64,167000,1,0,461000,2323000,103,1,0.07,24,100.0,0,19,255000,0.05,0,0,145000,1,0.84,7
L1NSB00634,17,54,742000,1,0,313000,0,0,0,0.0,16,66.7,0,4,68000,0.05,0,0,50000,1,0.72,12
L1NSB00635,13,77,786000,1,0,384000,0,0,0,0.0,22,91.7,0,19,139000,0.05,0,0,111000,0,0.76,10
L1NSB00636,14,72,456000,1,0,287000,0,0,0,0.0,15,62.5,1,17,116000,0.11,0,0,150000,1,0.99,0
