nasabah_id,platform_id,platform_nama,platform_tipe,platform_segmen,segmen_pekerjaan,usia,kota,jumlah_tanggungan,lama_di_platform_bln,punya_smartphone,punya_ewallet,punya_rekening_bank,punya_kartu_kredit,punya_bpjs,is_gig_worker,punya_app_gig,rating_gig_app,jam_kerja_per_hari,tgl_bergabung
L1NSB00952,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,26,Yogyakarta,4,35,1,1,1,0,1,0,0,0.0,0,2022-01-03
L1NSB00953,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,51,Makassar,4,29,1,0,0,0,1,0,0,0.0,0,2022-01-29
L1NSB00954,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,40,Jakarta Timur,4,16,1,0,0,0,0,0,0,0.0,0,2023-05-19
L1NSB00955,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,40,Bekasi,1,29,1,1,0,0,0,0,0,0.0,0,2022-05-14
L1NSB00956,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,42,Medan,3,24,1,1,1,0,0,1,1,4.5,6,2022-12-22
L1NSB00957,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,37,Pekanbaru,2,25,1,0,1,0,0,1,0,0.0,0,2022-09-18
L1NSB00958,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,29,Tangerang,3,10,1,1,1,0,1,0,0,0.0,0,2023-06-22
L1NSB00959,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,43,Jakarta Selatan,2,5,1,1,0,0,1,1,1,4.5,9,2023-08-07
L1NSB00960,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,52,Bogor,3,15,1,1,0,0,1,0,0,0.0,0,2022-10-05
L1NSB00961,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pemilik UMKM kecil,24,Palembang,5,4,1,1,0,1,0,0,0,0.0,0,2024-05-28
L1NSB00962,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,48,Jakarta Timur,5,3,1,1,0,0,1,0,0,0.0,0,2024-07-16
L1NSB00963,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,22,Depok,4,15,1,1,1,0,1,1,0,0.0,0,2022-03-16
L1NSB00964,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,47,Jakarta Barat,3,31,1,1,0,0,1,0,0,0.0,0,2022-01-29
L1NSB00965,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,31,Medan,2,30,1,1,1,0,1,0,0,0.0,0,2022-05-04
L1NSB00966,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,38,Bekasi,5,35,1,1,1,0,1,0,0,0.0,0,2022-01-12
L1NSB00967,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,51,Surabaya,4,32,1,0,1,0,1,1,1,4.5,12,2022-02-19
L1NSB00968,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,32,Bekasi,1,33,1,1,1,0,1,0,0,0.0,0,2022-03-28
L1NSB00969,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,31,Palembang,5,26,1,1,1,0,1,0,0,0.0,0,2022-11-01
L1NSB00970,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,36,Depok,2,17,1,1,0,0,0,0,0,0.0,0,2022-11-19
L1NSB00971,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,44,Palembang,1,27,0,1,0,0,1,0,0,0.0,0,2022-08-22
L1NSB00972,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,31,Depok,3,17,1,1,0,1,0,1,1,3.8,7,2023-03-27
L1NSB00973,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,34,Jakarta Timur,1,21,1,1,1,1,1,1,1,4.1,11,2022-11-07
L1NSB00974,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,25,Jakarta Selatan,3,22,1,1,1,0,0,0,0,0.0,0,2022-06-16
L1NSB00975,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,28,Medan,3,20,1,1,1,0,1,0,0,0.0,0,2022-10-13
L1NSB00976,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Karyawan kontrak,20,Jakarta Timur,4,5,1,1,1,1,1,0,0,0.0,0,2024-02-05
L1NSB00977,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,48,Depok,5,30,1,0,1,0,1,0,0,0.0,0,2022-02-05
L1NSB00978,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Freelancer digital,46,Bandung,4,32,1,1,0,1,1,1,1,5.0,12,2022-03-25
L1NSB00979,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,40,Makassar,3,5,1,1,1,1,1,1,1,4.8,5,2023-04-25
L1NSB00980,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,31,Palembang,1,5,1,1,0,0,1,1,1,4.5,5,2023-08-13
L1NSB00981,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,46,Bogor,2,2,1,1,1,0,0,0,0,0.0,0,2022-11-05
L1NSB00982,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,39,Semarang,3,30,1,0,1,1,1,0,0,0.0,0,2022-05-28
L1NSB00983,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,28,Depok,3,20,1,0,1,1,1,0,0,0.0,0,2023-05-04
L1NSB00984,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,39,Bogor,5,15,1,0,0,1,0,0,0,0.0,0,2022-12-30
L1NSB00985,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,47,Jakarta Barat,3,25,0,1,1,0,0,1,1,3.8,10,2022-03-05
L1NSB00986,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,51,Bogor,3,34,1,1,0,0,1,0,0,0.0,0,2022-02-10
L1NSB00987,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,24,Palembang,4,33,1,1,0,0,0,0,0,0.0,0,2022-02-21
L1NSB00988,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,38,Pekanbaru,3,5,1,1,0,1,0,0,0,0.0,0,2023-02-04
L1NSB00989,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,36,Yogyakarta,2,21,1,1,0,0,1,1,0,0.0,0,2022-01-20
L1NSB00990,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Freelancer digital,32,Pekanbaru,1,19,1,1,0,0,1,1,1,4.6,14,2022-04-23
L1NSB00991,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,32,Bekasi,3,26,1,1,0,0,1,1,1,4.8,4,2022-03-15
L1NSB00992,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,43,Palembang,5,34,1,0,0,0,1,1,0,0.0,0,2022-03-01
L1NSB00993,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,47,Jakarta Timur,2,1,1,1,1,0,1,0,0,0.0,0,2022-07-17
L1NSB00994,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,31,Jakarta Timur,1,15,1,1,0,0,1,1,1,3.9,13,2022-08-20
L1NSB00995,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,38,Tangerang,1,30,1,1,1,1,1,0,0,0.0,0,2022-04-19
L1NSB00996,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,21,Yogyakarta,2,25,1,1,1,0,1,1,1,3.9,10,2022-10-20
L1NSB00997,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,41,Depok,2,26,1,0,1,0,0,1,1,4.7,9,2022-04-06
L1NSB00998,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,50,Palembang,4,36,1,0,1,1,0,0,0,0.0,0,2022-01-14
L1NSB00999,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,27,Jakarta Barat,2,15,1,1,0,0,0,0,0,0.0,0,2023-04-09
L1NSB01000,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,24,Pekanbaru,3,33,1,1,1,0,0,1,1,4.7,7,2022-02-15
L1NSB01001,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,28,Medan,3,34,1,1,0,0,1,1,1,4.1,5,2022-01-29
L1NSB01002,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,46,Pekanbaru,2,13,1,1,1,0,1,1,1,4.8,11,2022-11-04
L1NSB01003,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,38,Depok,2,5,1,1,0,1,1,1,1,4.9,7,2022-06-13
L1NSB01004,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,31,Depok,3,23,1,1,0,1,0,0,0,0.0,0,2022-12-11
L1NSB01005,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,28,Makassar,3,18,1,0,0,0,0,0,0,0.0,0,2023-04-28
L1NSB01006,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Freelancer digital,38,Pekanbaru,2,8,1,1,0,1,1,1,1,4.8,4,2022-09-19
L1NSB01007,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Freelancer digital,46,Medan,5,11,1,1,1,1,0,1,0,0.0,0,2023-09-10
L1NSB01008,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,34,Pekanbaru,2,32,1,1,1,0,1,0,0,0.0,0,2022-03-12
L1NSB01009,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,40,Bandung,2,17,1,0,0,1,0,1,1,4.4,14,2023-05-15
L1NSB01010,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,43,Medan,1,34,1,1,0,0,1,1,1,3.6,5,2022-01-31
L1NSB01011,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,45,Pekanbaru,4,26,1,0,1,0,1,1,1,3.6,10,2022-08-10
L1NSB01012,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,30,Jakarta Selatan,2,22,1,1,1,0,1,0,0,0.0,0,2023-02-24
L1NSB01013,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,34,Bekasi,1,29,1,1,1,0,1,0,0,0.0,0,2022-05-23
L1NSB01014,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,44,Palembang,2,23,1,0,1,0,1,1,1,4.7,7,2022-06-06
L1NSB01015,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,24,Makassar,3,26,1,1,0,0,0,0,0,0.0,0,2022-06-29
L1NSB01016,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,42,Palembang,3,11,1,1,0,0,1,0,0,0.0,0,2023-07-28
L1NSB01017,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,30,Bandung,2,5,1,0,1,1,1,0,0,0.0,0,2024-01-04
L1NSB01018,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,44,Jakarta Timur,2,25,1,1,1,1,0,1,1,3.6,7,2022-01-21
L1NSB01019,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,36,Jakarta Selatan,1,32,1,1,0,1,1,1,1,3.7,8,2022-01-06
L1NSB01020,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,47,Bandung,3,36,1,1,1,1,1,1,1,4.8,10,2022-01-12
L1NSB01021,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,42,Bogor,5,16,1,1,1,0,1,0,0,0.0,0,2022-09-10
L1NSB01022,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,25,Bogor,4,33,1,1,0,1,0,1,1,4.6,12,2022-01-29
L1NSB01023,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,22,Surabaya,3,29,1,1,1,0,1,0,0,0.0,0,2022-01-15
L1NSB01024,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,28,Jakarta Barat,3,23,1,1,1,1,1,0,0,0.0,0,2022-09-09
L1NSB01025,PLT004,BFI Finance,Multifinance,Motor & UMKM,Petani / nelayan,27,Bandung,4,14,1,1,1,0,0,0,0,0.0,0,2023-06-05
L1NSB01026,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,39,Pekanbaru,0,1,1,0,1,0,1,1,0,0.0,0,2024-04-27
L1NSB01027,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,34,Medan,0,12,1,0,1,0,0,0,0,0.0,0,2023-02-18
L1NSB01028,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,43,Palembang,1,27,1,1,1,0,0,0,0,0.0,0,2022-08-09
L1NSB01029,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,30,Bekasi,2,26,1,1,1,0,1,1,0,0.0,0,2022-11-07
L1NSB01030,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,22,Makassar,2,24,1,0,1,0,0,0,0,0.0,0,2022-10-18
L1NSB01031,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,23,Jakarta Timur,3,13,1,1,1,1,0,0,0,0.0,0,2022-06-08
L1NSB01032,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,30,Bogor,0,29,1,1,0,0,1,0,0,0.0,0,2022-01-10
L1NSB01033,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,26,Palembang,0,20,1,0,1,0,0,0,0,0.0,0,2022-04-09
L1NSB01034,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,40,Surabaya,1,36,1,1,1,0,0,1,1,3.7,11,2022-01-13
L1NSB01035,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,49,Palembang,3,7,1,0,1,1,1,0,0,0.0,0,2023-06-19
L1NSB01036,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,31,Bekasi,2,21,1,1,0,0,1,0,0,0.0,0,2022-09-09
L1NSB01037,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,39,Semarang,1,31,1,1,1,1,1,1,1,4.3,4,2022-01-23
L1NSB01038,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,30,Makassar,5,21,1,1,0,0,0,0,0,0.0,0,2022-01-27
L1NSB01039,PLT004,BFI Finance,Multifinance,Motor & UMKM,Petani / nelayan,52,Pekanbaru,1,12,1,1,0,0,1,0,0,0.0,0,2022-08-15
L1NSB01040,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,32,Surabaya,2,14,1,1,0,0,1,1,0,0.0,0,2022-09-04
L1NSB01041,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pemilik UMKM kecil,43,Pekanbaru,3,15,1,1,0,0,0,0,0,0.0,0,2023-03-09
L1NSB01042,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,38,Depok,1,18,1,0,1,0,1,0,0,0.0,0,2023-05-15
L1NSB01043,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,44,Jakarta Selatan,2,29,1,1,0,0,0,1,1,3.6,12,2022-07-09
L1NSB01044,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pemilik UMKM kecil,44,Bekasi,4,35,1,1,0,1,1,0,0,0.0,0,2022-01-13
L1NSB01045,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,50,Depok,1,9,1,0,1,0,0,1,1,3.6,5,2023-09-23
L1NSB01046,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,28,Surabaya,0,3,1,1,1,1,1,0,0,0.0,0,2022-01-15
L1NSB01047,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,35,Bogor,2,12,1,0,1,0,0,0,0,0.0,0,2022-03-07
L1NSB01048,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,31,Tangerang,1,29,0,1,1,0,0,0,0,0.0,0,2022-05-21
L1NSB01049,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,23,Bandung,1,34,1,1,0,1,1,1,0,0.0,0,2022-01-30
L1NSB01050,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,22,Pekanbaru,0,25,1,0,0,0,1,0,0,0.0,0,2022-11-29
L1NSB01051,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,43,Bekasi,5,25,1,1,1,0,0,0,0,0.0,0,2022-08-21
L1NSB01052,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,28,Surabaya,2,35,1,0,0,0,1,0,0,0.0,0,2022-01-17
L1NSB01053,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,20,Bandung,2,20,1,1,1,0,0,0,0,0.0,0,2023-03-07
L1NSB01054,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,44,Bandung,3,27,1,1,1,0,0,0,0,0.0,0,2022-03-10
L1NSB01055,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,32,Yogyakarta,2,13,1,1,1,1,1,0,0,0.0,0,2023-02-23
L1NSB01056,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,32,Bandung,1,10,1,1,1,1,1,1,1,4.1,7,2023-07-19
L1NSB01057,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Freelancer digital,52,Bandung,3,12,1,0,0,0,0,1,1,4.5,6,2023-08-12
L1NSB01058,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,39,Surabaya,3,16,1,0,1,0,1,1,1,4.6,4,2022-03-08
L1NSB01059,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,22,Tangerang,3,6,1,1,0,0,0,1,1,4.0,9,2024-04-28
L1NSB01060,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,30,Bekasi,3,20,1,1,1,0,1,0,0,0.0,0,2022-11-13
L1NSB01061,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,49,Yogyakarta,4,18,1,1,1,0,0,1,1,4.6,6,2023-04-30
L1NSB01062,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,20,Medan,5,24,1,1,0,1,1,0,0,0.0,0,2022-10-18
L1NSB01063,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,24,Bogor,5,24,1,0,0,0,0,0,0,0.0,0,2022-12-09
L1NSB01064,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pemilik UMKM kecil,39,Bekasi,5,6,1,1,1,0,1,0,0,0.0,0,2023-01-09
L1NSB01065,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,36,Semarang,2,2,1,1,0,0,0,0,0,0.0,0,2024-06-05
L1NSB01066,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,48,Makassar,5,6,1,0,1,1,0,1,1,4.0,7,2023-01-25
L1NSB01067,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,36,Yogyakarta,3,25,1,1,1,1,1,1,1,4.9,8,2022-09-08
L1NSB01068,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,47,Bogor,1,6,1,1,1,1,0,0,0,0.0,0,2024-02-20
L1NSB01069,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,30,Tangerang,0,5,1,1,1,1,0,0,0,0.0,0,2024-04-06
L1NSB01070,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,23,Jakarta Timur,1,30,1,1,1,0,0,0,0,0.0,0,2022-07-10
L1NSB01071,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,24,Jakarta Selatan,3,28,1,0,0,0,0,0,0,0.0,0,2022-09-01
L1NSB01072,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,50,Medan,3,12,1,1,1,1,1,0,0,0.0,0,2022-03-23
L1NSB01073,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pemilik UMKM kecil,35,Jakarta Timur,4,35,1,0,0,1,0,0,0,0.0,0,2022-01-15
L1NSB01074,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,37,Medan,3,27,1,1,1,1,1,0,0,0.0,0,2022-05-09
L1NSB01075,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,23,Jakarta Selatan,3,5,1,1,0,1,1,0,0,0.0,0,2024-07-09
L1NSB01076,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,24,Tangerang,2,24,1,1,1,0,1,1,1,4.0,11,2022-06-03
L1NSB01077,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,31,Depok,4,11,1,1,1,0,1,0,0,0.0,0,2023-02-17
L1NSB01078,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,48,Surabaya,2,10,1,1,1,0,0,0,0,0.0,0,2023-10-10
L1NSB01079,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,19,Bandung,2,12,1,1,0,0,1,0,0,0.0,0,2022-07-22
L1NSB01080,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,29,Bekasi,0,36,1,0,1,0,1,1,1,4.2,14,2022-01-04
L1NSB01081,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,49,Medan,5,19,1,1,1,0,1,0,0,0.0,0,2022-06-12
L1NSB01082,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,46,Medan,3,8,1,1,0,0,1,1,0,0.0,0,2023-04-30
L1NSB01083,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,42,Bandung,3,16,1,1,0,1,0,1,1,5.0,8,2023-08-15
L1NSB01084,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,27,Tangerang,4,15,1,1,1,0,1,0,0,0.0,0,2022-11-17
L1NSB01085,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,43,Palembang,5,10,1,0,1,0,1,0,0,0.0,0,2022-09-30
L1NSB01086,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,31,Palembang,0,18,1,1,1,0,0,0,0,0.0,0,2022-12-31
L1NSB01087,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,28,Palembang,3,18,1,1,0,1,0,1,1,3.8,13,2022-10-30
L1NSB01088,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Petani / nelayan,31,Semarang,2,33,1,1,1,1,0,0,0,0.0,0,2022-01-19
L1NSB01089,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,45,Jakarta Barat,5,24,1,1,0,0,1,1,1,4.6,5,2022-08-22
L1NSB01090,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,48,Bekasi,2,11,1,1,0,0,0,0,0,0.0,0,2022-05-26
L1NSB01091,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,43,Semarang,0,2,1,1,0,0,1,0,0,0.0,0,2023-08-03
L1NSB01092,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,21,Bogor,0,33,1,1,0,0,0,1,1,4.3,7,2022-02-16
L1NSB01093,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,45,Tangerang,1,5,1,1,1,0,1,0,0,0.0,0,2024-04-22
L1NSB01094,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,47,Jakarta Timur,0,8,1,1,0,0,1,0,0,0.0,0,2023-10-21
L1NSB01095,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,21,Depok,3,15,1,1,0,0,1,0,0,0.0,0,2023-02-10
L1NSB01096,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,37,Surabaya,2,2,1,1,1,0,1,1,1,4.4,4,2022-06-15
L1NSB01097,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,51,Bogor,2,11,1,0,0,0,1,0,0,0.0,0,2023-01-19
L1NSB01098,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,31,Palembang,0,17,1,1,0,0,0,0,0,0.0,0,2023-06-09
L1NSB01099,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,26,Jakarta Selatan,3,25,1,1,1,0,1,0,0,0.0,0,2022-12-12
L1NSB01100,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Penjahit / konveksi,38,Tangerang,3,30,1,1,1,1,0,0,0,0.0,0,2022-03-21
L1NSB01101,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,30,Pekanbaru,3,22,1,1,0,0,1,0,0,0.0,0,2022-03-26
L1NSB01102,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,37,Palembang,2,16,1,0,0,0,0,1,0,0.0,0,2022-01-01
L1NSB01103,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,29,Jakarta Barat,2,4,1,1,1,0,1,0,0,0.0,0,2023-11-01
L1NSB01104,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,21,Bogor,1,8,1,1,1,1,1,0,0,0.0,0,2023-10-14
L1NSB01105,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,49,Jakarta Timur,2,1,1,1,1,1,1,0,0,0.0,0,2022-02-16
L1NSB01106,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,28,Depok,1,5,1,1,0,0,1,0,0,0.0,0,2022-01-14
L1NSB01107,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,23,Palembang,5,18,1,1,0,0,1,0,0,0.0,0,2022-07-12
L1NSB01108,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,19,Makassar,1,3,1,1,1,1,1,0,0,0.0,0,2024-05-18
L1NSB01109,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,24,Medan,3,24,1,1,0,0,1,0,0,0.0,0,2022-03-16
L1NSB01110,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,41,Bandung,3,12,1,1,1,1,0,0,0,0.0,0,2023-05-22
L1NSB01111,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,46,Jakarta Barat,4,17,1,1,0,0,1,0,0,0.0,0,2022-06-18
